¹ÉÆ±´úÂë,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,×òÊÕÅÌ,ÕÇµø·ù,³É½»Á¿,³É½»¶î
hk08081,2019-01-16,0.030000,0.030000,0.030000,0.030000,0.030000,0.000000,1790000.000000,53700.000000
hk08081,2019-01-15,0.031000,0.031000,0.031000,0.030000,0.031000,-0.032258,111440.000000,3446.000000
hk08081,2019-01-14,0.031000,0.031000,0.031000,0.031000,0.032000,-0.031250,80000.000000,2480.000000
hk08081,2019-01-11,0.026000,0.032000,0.026000,0.032000,0.028000,0.142857,550000.000000,16860.000000
hk08081,2019-01-10,0.034000,0.034000,0.027000,0.028000,0.030000,-0.066667,870000.000000,24180.000000
hk08081,2019-01-09,0.030000,0.030000,0.030000,0.030000,0.030000,0.000000,1150000.000000,34500.000000
hk08081,2019-01-08,0.000000,0.000000,0.000000,0.030000,0.030000,0.000000,0.000000,0.000000
hk08081,2019-01-07,0.000000,0.000000,0.000000,0.030000,0.030000,0.000000,0.000000,0.000000
hk08081,2019-01-04,0.000000,0.000000,0.000000,0.030000,0.030000,0.000000,0.000000,0.000000
hk08081,2019-01-03,0.000000,0.000000,0.000000,0.030000,0.030000,0.000000,0.000000,0.000000
hk08081,2019-01-02,0.030000,0.030000,0.030000,0.030000,0.030000,0.000000,931760.000000,27935.000000
hk08081,2018-12-31,0.000000,0.000000,0.000000,0.030000,0.030000,0.000000,0.000000,0.000000
hk08081,2018-12-28,0.027000,0.030000,0.027000,0.030000,0.026000,0.153846,2240480.000000,62963.000000
hk08081,2018-12-27,0.030000,0.035000,0.026000,0.026000,0.031000,-0.161290,2830000.000000,83010.000000
hk08081,2018-12-24,0.031000,0.031000,0.030000,0.031000,0.032000,-0.031250,1710000.000000,53000.000000
hk08081,2018-12-21,0.035000,0.035000,0.032000,0.032000,0.035000,-0.085714,190000.000000,6040.000000
hk08081,2018-12-20,0.030000,0.036000,0.030000,0.035000,0.030000,0.166667,3052000.000000,106178.000000
