股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收盘,涨跌幅,成交量,成交额
hk06890,2019-01-16,1.000000,1.190000,1.000000,1.160000,0.990000,0.171717,5210000.000000,5790000.000000
hk06890,2019-01-15,0.970000,1.020000,0.970000,0.990000,1.000000,-0.010000,68000.000000,66240.000000
hk06890,2019-01-14,0.980000,1.030000,0.980000,1.000000,1.000000,0.000000,158000.000000,159100.000000
hk06890,2019-01-11,0.990000,1.020000,0.950000,1.000000,1.000000,0.000000,498000.000000,494760.000000
hk06890,2019-01-10,0.970000,1.000000,0.950000,1.000000,0.970000,0.030928,388000.000000,378880.000000
hk06890,2019-01-09,0.980000,0.990000,0.950000,0.970000,0.980000,-0.010204,408000.000000,399180.000000
hk06890,2019-01-08,0.980000,1.000000,0.950000,0.980000,1.010000,-0.029703,400000.000000,390760.000000
hk06890,2019-01-07,1.060000,1.060000,0.940000,1.010000,1.030000,-0.019417,586000.000000,578100.000000
hk06890,2019-01-04,1.000000,1.070000,1.000000,1.030000,1.000000,0.030000,182000.000000,184780.000000
hk06890,2019-01-03,0.980000,1.030000,0.970000,1.000000,1.050000,-0.047619,486000.000000,486820.000000
hk06890,2019-01-02,0.980000,1.070000,0.980000,1.050000,1.050000,0.000000,658000.000000,668560.000000
hk06890,2018-12-31,1.020000,1.050000,1.020000,1.050000,1.020000,0.029412,166000.000000,171220.000000
hk06890,2018-12-28,0.940000,1.020000,0.930000,1.020000,0.980000,0.040816,834000.000000,811920.000000
hk06890,2018-12-27,0.930000,0.990000,0.920000,0.980000,0.980000,0.000000,488000.000000,472640.000000
hk06890,2018-12-24,0.950000,1.010000,0.830000,0.980000,0.940000,0.042553,246000.000000,234380.000000
hk06890,2018-12-21,0.910000,0.960000,0.900000,0.940000,0.930000,0.010753,350000.000000,326300.000000
hk06890,2018-12-20,0.900000,0.970000,0.900000,0.930000,0.920000,0.010870,862000.000000,813640.000000
hk06890,2018-12-19,0.960000,0.980000,0.910000,0.920000,0.940000,-0.021277,388000.000000,366760.000000
hk06890,2018-12-18,1.000000,1.000000,0.800000,0.940000,1.000000,-0.060000,3926000.000000,3523320.000000
hk06890,2018-12-17,1.000000,1.050000,1.000000,1.000000,1.000000,0.000000,1632000.000000,1657920.000000
hk06890,2018-12-14,1.030000,1.030000,1.000000,1.000000,1.040000,-0.038462,3870000.000000,3942300.000000
hk06890,2018-12-13,1.040000,1.040000,1.020000,1.040000,1.040000,0.000000,290000.000000,298000.000000
hk06890,2018-12-12,1.040000,1.040000,1.020000,1.040000,1.040000,0.000000,440000.000000,452920.000000
hk06890,2018-12-11,1.010000,1.080000,1.010000,1.040000,1.030000,0.009709,1024000.000000,1065020.000000
hk06890,2018-12-10,1.030000,1.040000,0.990000,1.030000,1.040000,-0.009615,2242000.000000,2287960.000000
hk06890,2018-12-07,1.050000,1.050000,1.020000,1.040000,1.050000,-0.009524,668000.000000,689400.000000
hk06890,2018-12-06,1.030000,1.080000,1.020000,1.050000,1.030000,0.019417,2522000.000000,2655500.000000
hk06890,2018-12-05,1.020000,1.040000,1.020000,1.030000,1.040000,-0.009615,1254000.000000,1291200.000000
hk06890,2018-12-04,1.020000,1.120000,1.020000,1.040000,1.020000,0.019608,2376000.000000,2505800.000000
hk06890,2018-12-03,1.020000,1.030000,1.000000,1.020000,1.030000,-0.009709,4690000.000000,4762820.000000
hk06890,2018-11-30,1.020000,1.030000,1.020000,1.030000,1.020000,0.009804,1060000.000000,1083020.000000
hk06890,2018-11-29,1.040000,1.050000,1.020000,1.020000,1.030000,-0.009709,2786000.000000,2858120.000000
hk06890,2018-11-28,1.040000,1.050000,1.020000,1.030000,1.040000,-0.009615,2150000.000000,2221600.000000
hk06890,2018-11-27,1.060000,1.060000,1.020000,1.040000,1.050000,-0.009524,1394000.000000,1451760.000000
hk06890,2018-11-26,1.040000,1.090000,1.020000,1.050000,1.040000,0.009615,4674000.000000,4857100.000000
hk06890,2018-11-23,1.120000,1.130000,1.020000,1.040000,1.100000,-0.054545,5032010.000000,5324631.000000
hk06890,2018-11-22,1.100000,1.200000,1.080000,1.100000,1.080000,0.018519,5922000.000000,6688400.000000
hk06890,2018-11-21,1.180000,1.260000,1.070000,1.080000,1.200000,-0.100000,9082000.000000,10415520.000000
hk06890,2018-11-20,1.050000,1.210000,1.050000,1.200000,1.070000,0.121495,17602000.000000,19800840.000000
hk06890,2018-11-19,1.040000,1.080000,0.970000,1.070000,1.020000,0.049020,55550000.000000,57067080.000000
