股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收盘,涨跌幅,成交量,成交额
hk03728,2019-01-16,0.224000,0.225000,0.220000,0.221000,0.225000,-0.017778,440000.000000,98040.000000
hk03728,2019-01-15,0.225000,0.225000,0.225000,0.225000,0.228000,-0.013158,60000.000000,13560.000000
hk03728,2019-01-14,0.211000,0.228000,0.210000,0.228000,0.228000,0.000000,60000.000000,12980.000000
hk03728,2019-01-11,0.220000,0.220000,0.220000,0.228000,0.229000,-0.004367,100000.000000,22000.000000
hk03728,2019-01-10,0.159000,0.230000,0.159000,0.229000,0.238000,-0.037815,60000.000000,12360.000000
hk03728,2019-01-09,0.000000,0.000000,0.000000,0.238000,0.238000,0.000000,0.000000,0.000000
hk03728,2019-01-08,0.245000,0.245000,0.235000,0.238000,0.230000,0.034783,60000.000000,14300.000000
hk03728,2019-01-07,0.237000,0.237000,0.230000,0.230000,0.237000,-0.029536,40000.000000,9340.000000
hk03728,2019-01-04,0.000000,0.000000,0.000000,0.237000,0.238000,-0.004202,0.000000,0.000000
hk03728,2019-01-03,0.000000,0.000000,0.000000,0.238000,0.238000,0.000000,0.000000,0.000000
hk03728,2019-01-02,0.000000,0.000000,0.000000,0.238000,0.239000,-0.004184,0.000000,0.000000
hk03728,2018-12-31,0.000000,0.000000,0.000000,0.239000,0.239000,0.000000,0.000000,0.000000
hk03728,2018-12-28,0.000000,0.000000,0.000000,0.239000,0.239000,0.000000,0.000000,0.000000
hk03728,2018-12-27,0.239000,0.242000,0.239000,0.239000,0.243000,-0.016461,400000.000000,96000.000000
hk03728,2018-12-24,0.000000,0.000000,0.000000,0.243000,0.240000,0.012500,0.000000,0.000000
hk03728,2018-12-21,0.246000,0.246000,0.240000,0.240000,0.248000,-0.032258,60000.000000,14640.000000
hk03728,2018-12-20,0.000000,0.000000,0.000000,0.248000,0.248000,0.000000,0.000000,0.000000
hk03728,2018-12-19,0.226000,0.226000,0.226000,0.248000,0.226000,0.097345,320000.000000,72320.000000
hk03728,2018-12-18,0.235000,0.235000,0.225000,0.226000,0.230000,-0.017391,300000.000000,68660.000000
hk03728,2018-12-17,0.230000,0.230000,0.230000,0.230000,0.249000,-0.076305,440000.000000,101200.000000
hk03728,2018-12-14,0.248000,0.249000,0.248000,0.249000,0.249000,0.000000,60000.000000,14900.000000
hk03728,2018-12-13,0.225000,0.232000,0.225000,0.249000,0.260000,-0.042308,40000.000000,9140.000000
hk03728,2018-12-12,0.260000,0.260000,0.260000,0.260000,0.260000,0.000000,60000.000000,15600.000000
hk03728,2018-12-11,0.000000,0.000000,0.000000,0.260000,0.275000,-0.054545,0.000000,0.000000
hk03728,2018-12-10,0.222000,0.250000,0.222000,0.275000,0.250000,0.100000,40000.000000,9440.000000
hk03728,2018-12-07,0.000000,0.000000,0.000000,0.250000,0.250000,0.000000,0.000000,0.000000
hk03728,2018-12-06,0.240000,0.250000,0.235000,0.250000,0.245000,0.020408,180000.000000,43180.000000
hk03728,2018-12-05,0.245000,0.245000,0.245000,0.245000,0.250000,-0.020000,80000.000000,19600.000000
hk03728,2018-12-04,0.000000,0.000000,0.000000,0.250000,0.250000,0.000000,0.000000,0.000000
hk03728,2018-12-03,0.280000,0.280000,0.250000,0.250000,0.261000,-0.042146,180000.000000,46900.000000
hk03728,2018-11-30,0.000000,0.000000,0.000000,0.265000,0.265000,0.000000,0.000000,0.000000
hk03728,2018-11-29,0.250000,0.255000,0.250000,0.265000,0.260000,0.019231,200000.000000,50100.000000
hk03728,2018-11-28,0.260000,0.260000,0.260000,0.260000,0.280000,-0.071429,280000.000000,72800.000000
hk03728,2018-11-27,0.265000,0.265000,0.260000,0.280000,0.260000,0.076923,200000.000000,52500.000000
hk03728,2018-11-26,0.235000,0.260000,0.234000,0.260000,0.260000,0.000000,540000.000000,135480.000000
hk03728,2018-11-23,0.000000,0.000000,0.000000,0.260000,0.260000,0.000000,0.000000,0.000000
hk03728,2018-11-22,0.000000,0.000000,0.000000,0.260000,0.260000,0.000000,0.000000,0.000000
hk03728,2018-11-21,0.270000,0.270000,0.260000,0.260000,0.270000,-0.037037,220000.000000,58700.000000
hk03728,2018-11-20,0.260000,0.275000,0.260000,0.270000,0.290000,-0.068966,180000.000000,48300.000000
hk03728,2018-11-19,0.000000,0.000000,0.000000,0.290000,0.250000,0.160000,0.000000,0.000000
hk03728,2018-11-16,0.250000,0.250000,0.250000,0.250000,0.260000,-0.038462,100000.000000,25000.000000
hk03728,2018-11-15,0.260000,0.260000,0.260000,0.260000,0.255000,0.019608,100000.000000,26000.000000
hk03728,2018-11-14,0.000000,0.000000,0.000000,0.255000,0.255000,0.000000,0.000000,0.000000
hk03728,2018-11-13,0.000000,0.000000,0.000000,0.255000,0.255000,0.000000,0.000000,0.000000
hk03728,2018-11-12,0.255000,0.255000,0.255000,0.255000,0.260000,-0.019231,100000.000000,25500.000000
hk03728,2018-11-09,0.245000,0.245000,0.245000,0.260000,0.250000,0.040000,80000.000000,19600.000000
hk03728,2018-11-08,0.000000,0.000000,0.000000,0.250000,0.260000,-0.038462,0.000000,0.000000
hk03728,2018-11-07,0.000000,0.000000,0.000000,0.260000,0.255000,0.019608,0.000000,0.000000
hk03728,2018-11-06,0.240000,0.260000,0.240000,0.255000,0.255000,0.000000,340000.000000,85380.000000
hk03728,2018-11-05,0.260000,0.260000,0.245000,0.255000,0.255000,0.000000,140000.000000,34920.000000
hk03728,2018-11-02,0.260000,0.260000,0.250000,0.255000,0.241000,0.058091,80000.000000,20200.000000
hk03728,2018-11-01,0.250000,0.250000,0.240000,0.241000,0.255000,-0.054902,340000.000000,82500.000000
hk03728,2018-10-31,0.250000,0.255000,0.235000,0.255000,0.250000,0.020000,680000.000000,170440.000000
hk03728,2018-10-30,0.000000,0.000000,0.000000,0.250000,0.255000,-0.019608,0.000000,0.000000
hk03728,2018-10-29,0.240000,0.240000,0.240000,0.255000,0.240000,0.062500,100000.000000,24000.000000
hk03728,2018-10-26,0.226000,0.243000,0.226000,0.240000,0.250000,-0.040000,120000.000000,28060.000000
hk03728,2018-10-25,0.000000,0.000000,0.000000,0.250000,0.250000,0.000000,0.000000,0.000000
hk03728,2018-10-24,0.255000,0.265000,0.255000,0.250000,0.255000,-0.019608,40000.000000,10400.000000
hk03728,2018-10-23,0.000000,0.000000,0.000000,0.255000,0.260000,-0.019231,0.000000,0.000000
hk03728,2018-10-22,0.250000,0.265000,0.250000,0.260000,0.233000,0.115880,140000.000000,35300.000000
hk03728,2018-10-19,0.234000,0.234000,0.232000,0.233000,0.238000,-0.021008,120000.000000,27960.000000
hk03728,2018-10-18,0.231000,0.242000,0.225000,0.238000,0.248000,-0.040323,720000.000000,167120.000000
hk03728,2018-10-16,0.260000,0.260000,0.248000,0.248000,0.265000,-0.064151,600000.000000,149960.000000
hk03728,2018-10-15,0.255000,0.265000,0.255000,0.265000,0.250000,0.060000,160000.000000,40500.000000
hk03728,2018-10-12,0.255000,0.255000,0.255000,0.250000,0.255000,-0.019608,220000.000000,56100.000000
hk03728,2018-10-11,0.280000,0.280000,0.255000,0.255000,0.280000,-0.089286,200000.000000,52500.000000
hk03728,2018-10-10,0.255000,0.280000,0.255000,0.280000,0.290000,-0.034483,40000.000000,10700.000000
hk03728,2018-10-09,0.000000,0.000000,0.000000,0.290000,0.295000,-0.016949,0.000000,0.000000
hk03728,2018-10-08,0.000000,0.000000,0.000000,0.295000,0.300000,-0.016667,0.000000,0.000000
hk03728,2018-10-05,0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
hk03728,2018-10-04,0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
