股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收盘,涨跌幅,成交量,成交额
hk08367,2019-01-16,0.086000,0.086000,0.086000,0.086000,0.086000,0.000000,120000.000000,10320.000000
hk08367,2019-01-15,0.090000,0.090000,0.083000,0.086000,0.086000,0.000000,270000.000000,23380.000000
hk08367,2019-01-14,0.084000,0.086000,0.084000,0.086000,0.084000,0.023810,350000.000000,29720.000000
hk08367,2019-01-11,0.000000,0.000000,0.000000,0.084000,0.084000,0.000000,40000.000000,3520.000000
hk08367,2019-01-10,0.000000,0.000000,0.000000,0.084000,0.084000,0.000000,40000.000000,3520.000000
hk08367,2019-01-09,0.084000,0.084000,0.084000,0.084000,0.085000,-0.011765,20000.000000,1680.000000
hk08367,2019-01-08,0.085000,0.085000,0.085000,0.085000,0.085000,0.000000,60000.000000,5100.000000
hk08367,2019-01-07,0.085000,0.085000,0.085000,0.085000,0.086000,-0.011628,40000.000000,3400.000000
hk08367,2019-01-04,0.086000,0.086000,0.086000,0.086000,0.087000,-0.011494,50000.000000,4300.000000
hk08367,2019-01-03,0.000000,0.000000,0.000000,0.087000,0.087000,0.000000,0.000000,0.000000
hk08367,2019-01-02,0.085000,0.087000,0.085000,0.087000,0.088000,-0.011364,220000.000000,18900.000000
hk08367,2018-12-31,0.000000,0.000000,0.000000,0.088000,0.088000,0.000000,0.000000,0.000000
hk08367,2018-12-28,0.086000,0.088000,0.086000,0.088000,0.089000,-0.011236,60000.000000,5240.000000
hk08367,2018-12-27,0.085000,0.097000,0.085000,0.089000,0.083000,0.072289,1720000.000000,157860.000000
hk08367,2018-12-24,0.083000,0.083000,0.083000,0.083000,0.083000,0.000000,10000.000000,830.000000
hk08367,2018-12-21,0.085000,0.085000,0.083000,0.083000,0.085000,-0.023529,250000.000000,20790.000000
hk08367,2018-12-20,0.000000,0.000000,0.000000,0.085000,0.085000,0.000000,0.000000,0.000000
hk08367,2018-12-19,0.082000,0.088000,0.082000,0.085000,0.085000,0.000000,130000.000000,10780.000000
hk08367,2018-12-18,0.085000,0.085000,0.085000,0.085000,0.090000,-0.055556,100000.000000,8100.000000
hk08367,2018-12-17,0.000000,0.000000,0.000000,0.090000,0.091000,-0.010989,0.000000,0.000000
hk08367,2018-12-14,0.087000,0.091000,0.084000,0.091000,0.088000,0.034091,620000.000000,52580.000000
hk08367,2018-12-13,0.085000,0.088000,0.084000,0.088000,0.087000,0.011494,670000.000000,56880.000000
hk08367,2018-12-12,0.087000,0.087000,0.087000,0.087000,0.089000,-0.022472,10000.000000,870.000000
hk08367,2018-12-11,0.085000,0.089000,0.085000,0.089000,0.086000,0.034884,190000.000000,16550.000000
hk08367,2018-12-10,0.081000,0.081000,0.081000,0.086000,0.089000,-0.033708,100000.000000,8100.000000
hk08367,2018-12-07,0.090000,0.090000,0.088000,0.089000,0.088000,0.011364,300000.000000,26560.000000
hk08367,2018-12-06,0.088000,0.088000,0.088000,0.088000,0.092000,-0.043478,90000.000000,7920.000000
hk08367,2018-12-05,0.000000,0.000000,0.000000,0.092000,0.093000,-0.010753,0.000000,0.000000
hk08367,2018-12-04,0.093000,0.093000,0.093000,0.093000,0.091000,0.021978,1000000.000000,93000.000000
hk08367,2018-12-03,0.090000,0.091000,0.090000,0.091000,0.090000,0.011111,230000.000000,20890.000000
hk08367,2018-11-30,0.090000,0.090000,0.090000,0.090000,0.090000,0.000000,500000.000000,45000.000000
hk08367,2018-11-29,0.090000,0.090000,0.089000,0.090000,0.090000,0.000000,410000.000000,36600.000000
hk08367,2018-11-28,0.086000,0.090000,0.085000,0.090000,0.088000,0.022727,440000.000000,38690.000000
hk08367,2018-11-27,0.087000,0.089000,0.086000,0.088000,0.087000,0.011494,500000.000000,43350.000000
hk08367,2018-11-26,0.088000,0.088000,0.087000,0.087000,0.088000,-0.011364,100000.000000,8740.000000
hk08367,2018-11-23,0.087000,0.093000,0.087000,0.088000,0.087000,0.011494,1670000.000000,147730.000000
hk08367,2018-11-22,0.089000,0.091000,0.087000,0.087000,0.086000,0.011628,350000.000000,30800.000000
hk08367,2018-11-21,0.085000,0.085000,0.085000,0.086000,0.087000,-0.011494,300000.000000,25500.000000
hk08367,2018-11-20,0.087000,0.087000,0.087000,0.087000,0.089000,-0.022472,80000.000000,6960.000000
hk08367,2018-11-19,0.089000,0.089000,0.089000,0.089000,0.086000,0.034884,10000.000000,890.000000
hk08367,2018-11-16,0.086000,0.086000,0.086000,0.086000,0.086000,0.000000,120000.000000,10320.000000
hk08367,2018-11-15,0.088000,0.088000,0.082000,0.086000,0.086000,0.000000,1480000.000000,127170.000000
hk08367,2018-11-14,0.086000,0.086000,0.086000,0.086000,0.086000,0.000000,50000.000000,4300.000000
hk08367,2018-11-13,0.084000,0.129000,0.083000,0.086000,0.084000,0.023810,1880000.000000,166080.000000
hk08367,2018-11-12,0.084000,0.084000,0.082000,0.084000,0.084000,0.000000,370000.000000,31060.000000
hk08367,2018-11-09,0.084000,0.084000,0.084000,0.084000,0.084000,0.000000,160000.000000,13440.000000
hk08367,2018-11-08,0.081000,0.086000,0.080000,0.084000,0.080000,0.050000,1240000.000000,102840.000000
hk08367,2018-11-07,0.086000,0.086000,0.080000,0.080000,0.086000,-0.069767,1620000.000000,131320.000000
hk08367,2018-11-06,0.084000,0.086000,0.084000,0.086000,0.087000,-0.011494,490000.000000,41750.000000
hk08367,2018-11-05,0.090000,0.090000,0.083000,0.087000,0.090000,-0.033333,290000.000000,25300.000000
hk08367,2018-11-02,0.087000,0.094000,0.087000,0.090000,0.087000,0.034483,390000.000000,34930.000000
hk08367,2018-11-01,0.087000,0.087000,0.083000,0.087000,0.087000,0.000000,260000.000000,22300.000000
hk08367,2018-10-31,0.000000,0.000000,0.000000,0.087000,0.087000,0.000000,0.000000,0.000000
hk08367,2018-10-30,0.087000,0.088000,0.087000,0.087000,0.088000,-0.011364,50000.000000,4360.000000
hk08367,2018-10-29,0.081000,0.088000,0.081000,0.088000,0.090000,-0.022222,80000.000000,6640.000000
hk08367,2018-10-26,0.089000,0.090000,0.082000,0.090000,0.092000,-0.021739,1260000.000000,107020.000000
hk08367,2018-10-25,0.092000,0.092000,0.092000,0.092000,0.092000,0.000000,110000.000000,10120.000000
hk08367,2018-10-24,0.090000,0.092000,0.090000,0.092000,0.090000,0.022222,160000.000000,14580.000000
hk08367,2018-10-23,0.090000,0.090000,0.090000,0.090000,0.093000,-0.032258,140000.000000,12600.000000
hk08367,2018-10-22,0.088000,0.094000,0.087000,0.093000,0.093000,0.000000,1290000.000000,117360.000000
hk08367,2018-10-19,0.093000,0.094000,0.090000,0.093000,0.093000,0.000000,930000.000000,85020.000000
hk08367,2018-10-18,0.095000,0.095000,0.091000,0.093000,0.101000,-0.079208,750000.000000,68930.000000
hk08367,2018-10-16,0.093000,0.102000,0.090000,0.101000,0.094000,0.074468,1940000.000000,193500.000000
hk08367,2018-10-15,0.094000,0.098000,0.094000,0.094000,0.096000,-0.020833,770000.000000,72630.000000
hk08367,2018-10-12,0.098000,0.098000,0.085000,0.096000,0.096000,0.000000,1270000.000000,116650.000000
hk08367,2018-10-11,0.100000,0.100000,0.096000,0.096000,0.101000,-0.049505,870000.000000,85920.000000
hk08367,2018-10-10,0.101000,0.101000,0.101000,0.101000,0.100000,0.010000,20000.000000,2020.000000
hk08367,2018-10-09,0.103000,0.103000,0.100000,0.100000,0.102000,-0.019608,280000.000000,28640.000000
hk08367,2018-10-08,0.102000,0.102000,0.102000,0.102000,0.104000,-0.019231,30000.000000,3060.000000
