股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收盘,涨跌幅,成交量,成交额
hk08385,2019-01-16,0.201000,0.201000,0.191000,0.192000,0.199000,-0.035176,6310000.000000,1235020.000000
hk08385,2019-01-15,0.195000,0.203000,0.192000,0.199000,0.202000,-0.014851,3750000.000000,750630.000000
hk08385,2019-01-14,0.205000,0.205000,0.190000,0.202000,0.206000,-0.019417,3710000.000000,735850.000000
hk08385,2019-01-11,0.213000,0.220000,0.202000,0.206000,0.211000,-0.023697,6640000.000000,1402820.000000
hk08385,2019-01-10,0.211000,0.211000,0.211000,0.211000,0.213000,-0.009390,90000.000000,18990.000000
hk08385,2019-01-09,0.209000,0.218000,0.201000,0.213000,0.217000,-0.018433,7140000.000000,1517850.000000
hk08385,2019-01-08,0.218000,0.230000,0.210000,0.217000,0.218000,-0.004587,2800000.000000,610220.000000
hk08385,2019-01-07,0.218000,0.223000,0.215000,0.218000,0.218000,0.000000,2840000.000000,619380.000000
hk08385,2019-01-04,0.206000,0.219000,0.206000,0.218000,0.214000,0.018692,2520000.000000,525970.000000
hk08385,2019-01-03,0.220000,0.234000,0.210000,0.214000,0.229000,-0.065502,6430000.000000,1417430.000000
hk08385,2019-01-02,0.238000,0.238000,0.227000,0.229000,0.237000,-0.033755,2490000.000000,569910.000000
hk08385,2018-12-31,0.210000,0.244000,0.210000,0.237000,0.210000,0.128571,7040000.000000,1652340.000000
hk08385,2018-12-28,0.192000,0.232000,0.190000,0.210000,0.188000,0.117021,12640000.000000,2744360.000000
hk08385,2018-12-27,0.181000,0.195000,0.181000,0.188000,0.181000,0.038674,2070000.000000,380110.000000
hk08385,2018-12-24,0.190000,0.190000,0.181000,0.181000,0.199000,-0.090452,1110000.000000,201320.000000
hk08385,2018-12-21,0.199000,0.200000,0.199000,0.199000,0.199000,0.000000,2510000.000000,500830.000000
hk08385,2018-12-20,0.199000,0.200000,0.198000,0.199000,0.190000,0.047368,3300000.000000,656630.000000
hk08385,2018-12-19,0.199000,0.201000,0.190000,0.190000,0.193000,-0.015544,3140000.000000,626750.000000
hk08385,2018-12-18,0.200000,0.200000,0.192000,0.193000,0.199000,-0.030151,1940000.000000,383810.000000
hk08385,2018-12-17,0.202000,0.203000,0.199000,0.199000,0.203000,-0.019704,4200000.000000,848350.000000
hk08385,2018-12-14,0.204000,0.204000,0.203000,0.203000,0.203000,0.000000,5590000.000000,1136130.000000
hk08385,2018-12-13,0.203000,0.203000,0.198000,0.203000,0.203000,0.000000,2510000.000000,508880.000000
hk08385,2018-12-12,0.200000,0.205000,0.199000,0.203000,0.202000,0.004950,4450000.000000,896370.000000
hk08385,2018-12-11,0.203000,0.204000,0.202000,0.202000,0.204000,-0.009804,4030000.000000,815600.000000
hk08385,2018-12-10,0.204000,0.204000,0.199000,0.204000,0.205000,-0.004878,1480000.000000,301670.000000
hk08385,2018-12-07,0.200000,0.205000,0.200000,0.205000,0.201000,0.019900,540000.000000,108270.000000
hk08385,2018-12-06,0.200000,0.202000,0.200000,0.201000,0.199000,0.010050,3410000.000000,686960.000000
hk08385,2018-12-05,0.198000,0.204000,0.196000,0.199000,0.197000,0.010152,4990000.000000,996150.000000
hk08385,2018-12-04,0.200000,0.205000,0.197000,0.197000,0.200000,-0.015000,920000.000000,182710.000000
hk08385,2018-12-03,0.202000,0.206000,0.200000,0.200000,0.200000,0.000000,8970000.000000,1818570.000000
hk08385,2018-11-30,0.199000,0.202000,0.198000,0.200000,0.199000,0.005025,6980000.000000,1394720.000000
hk08385,2018-11-29,0.196000,0.199000,0.195000,0.199000,0.198000,0.005051,6760000.000000,1343950.000000
hk08385,2018-11-28,0.197000,0.200000,0.195000,0.198000,0.199000,-0.005025,7420000.000000,1468490.000000
hk08385,2018-11-27,0.199000,0.202000,0.196000,0.199000,0.195000,0.020513,6580000.000000,1309380.000000
hk08385,2018-11-26,0.200000,0.200000,0.195000,0.195000,0.200000,-0.025000,6050000.000000,1197110.000000
hk08385,2018-11-23,0.200000,0.203000,0.200000,0.200000,0.196000,0.020408,2950000.000000,595140.000000
hk08385,2018-11-22,0.203000,0.204000,0.190000,0.196000,0.192000,0.020833,9080000.000000,1804470.000000
hk08385,2018-11-21,0.206000,0.206000,0.192000,0.192000,0.194000,-0.010309,1820000.000000,371230.000000
hk08385,2018-11-20,0.192000,0.194000,0.192000,0.194000,0.195000,-0.005128,5350000.000000,1037860.000000
hk08385,2018-11-19,0.196000,0.199000,0.186000,0.195000,0.196000,-0.005102,5290000.000000,1038980.000000
hk08385,2018-11-16,0.191000,0.196000,0.191000,0.196000,0.202000,-0.029703,510000.000000,97800.000000
hk08385,2018-11-15,0.202000,0.202000,0.202000,0.202000,0.202000,0.000000,1000000.000000,202000.000000
hk08385,2018-11-14,0.202000,0.202000,0.202000,0.202000,0.203000,-0.004926,900000.000000,181800.000000
hk08385,2018-11-13,0.200000,0.200000,0.200000,0.203000,0.206000,-0.014563,1020000.000000,204000.000000
hk08385,2018-11-12,0.195000,0.210000,0.195000,0.206000,0.194000,0.061856,1380000.000000,273280.000000
hk08385,2018-11-09,0.190000,0.195000,0.184000,0.194000,0.190000,0.021053,4930000.000000,954400.000000
hk08385,2018-11-08,0.190000,0.190000,0.190000,0.190000,0.195000,-0.025641,30000.000000,5700.000000
hk08385,2018-11-07,0.193000,0.195000,0.189000,0.195000,0.190000,0.026316,1650000.000000,320860.000000
hk08385,2018-11-06,0.200000,0.200000,0.190000,0.190000,0.190000,0.000000,400000.000000,77460.000000
hk08385,2018-11-05,0.190000,0.190000,0.190000,0.190000,0.203000,-0.064039,20000.000000,3800.000000
hk08385,2018-11-02,0.203000,0.204000,0.198000,0.203000,0.197000,0.030457,190000.000000,38560.000000
hk08385,2018-11-01,0.199000,0.203000,0.197000,0.197000,0.199000,-0.010050,80000.000000,15940.000000
hk08385,2018-10-31,0.197000,0.199000,0.197000,0.199000,0.198000,0.005051,1480000.000000,294240.000000
hk08385,2018-10-30,0.198000,0.198000,0.187000,0.198000,0.199000,-0.005025,1770000.000000,350240.000000
hk08385,2018-10-29,0.000000,0.000000,0.000000,0.199000,0.199000,0.000000,0.000000,0.000000
hk08385,2018-10-26,0.200000,0.200000,0.194000,0.199000,0.200000,-0.005000,420000.000000,82630.000000
hk08385,2018-10-25,0.195000,0.200000,0.190000,0.200000,0.200000,0.000000,3460000.000000,685560.000000
hk08385,2018-10-24,0.200000,0.201000,0.198000,0.200000,0.198000,0.010101,5030000.000000,1009700.000000
hk08385,2018-10-23,0.205000,0.205000,0.193000,0.198000,0.200000,-0.010000,1420000.000000,279230.000000
hk08385,2018-10-22,0.213000,0.217000,0.199000,0.200000,0.213000,-0.061033,5480000.000000,1180880.000000
hk08385,2018-10-19,0.215000,0.215000,0.205000,0.213000,0.219000,-0.027397,1410000.000000,297660.000000
hk08385,2018-10-18,0.215000,0.222000,0.212000,0.219000,0.210000,0.042857,12780000.000000,2745940.000000
hk08385,2018-10-16,0.196000,0.210000,0.196000,0.210000,0.207000,0.014493,1470000.000000,302610.000000
hk08385,2018-10-15,0.209000,0.210000,0.198000,0.207000,0.210000,-0.014286,5770000.000000,1203740.000000
hk08385,2018-10-12,0.210000,0.210000,0.188000,0.210000,0.210000,0.000000,2970000.000000,597860.000000
hk08385,2018-10-11,0.232000,0.245000,0.200000,0.210000,0.246000,-0.146341,3910000.000000,868810.000000
hk08385,2018-10-10,0.209000,0.249000,0.209000,0.246000,0.209000,0.177033,19860000.000000,4584070.000000
hk08385,2018-10-09,0.206000,0.209000,0.200000,0.209000,0.205000,0.019512,5830000.000000,1192820.000000
hk08385,2018-10-08,0.208000,0.208000,0.200000,0.205000,0.208000,-0.014423,3470000.000000,714840.000000
hk08385,2018-10-05,0.191000,0.208000,0.190000,0.208000,0.203000,0.024631,11480000.000000,2315000.000000
hk08385,2018-10-04,0.200000,0.204000,0.197000,0.203000,0.199000,0.020101,9692000.000000,1955848.000000
hk08385,2018-10-03,0.200000,0.200000,0.199000,0.199000,0.201000,-0.009950,2418000.000000,481176.000000
hk08385,2018-10-02,0.200000,0.201000,0.200000,0.201000,0.200000,0.005000,4380000.000000,880300.000000
hk08385,2018-09-28,0.197000,0.200000,0.190000,0.200000,0.198000,0.010101,5130000.000000,1014840.000000
hk08385,2018-09-27,0.189000,0.198000,0.189000,0.198000,0.200000,-0.010000,40000.000000,7670.000000
hk08385,2018-09-26,0.190000,0.200000,0.190000,0.200000,0.201000,-0.004975,60000.000000,11600.000000
hk08385,2018-09-24,0.196000,0.201000,0.196000,0.201000,0.198000,0.015152,4680000.000000,929840.000000
hk08385,2018-09-21,0.200000,0.200000,0.197000,0.198000,0.199000,-0.005025,10530000.000000,2087230.000000
hk08385,2018-09-20,0.195000,0.202000,0.195000,0.199000,0.198000,0.005051,12700000.000000,2523970.000000
hk08385,2018-09-19,0.200000,0.202000,0.187000,0.198000,0.199000,-0.005025,4300000.000000,851300.000000
hk08385,2018-09-18,0.186000,0.200000,0.184000,0.199000,0.200000,-0.005000,1920000.000000,368320.000000
hk08385,2018-09-17,0.203000,0.203000,0.180000,0.200000,0.202000,-0.009901,3320000.000000,639090.000000
hk08385,2018-09-14,0.200000,0.204000,0.193000,0.202000,0.200000,0.010000,8770000.000000,1779260.000000
hk08385,2018-09-13,0.000000,0.000000,0.000000,0.200000,0.200000,0.000000,0.000000,0.000000
hk08385,2018-09-12,0.202000,0.202000,0.199000,0.200000,0.189000,0.058201,430000.000000,85640.000000
hk08385,2018-09-11,0.206000,0.206000,0.186000,0.189000,0.206000,-0.082524,2550000.000000,518280.000000
hk08385,2018-09-10,0.205000,0.207000,0.205000,0.206000,0.205000,0.004878,4500000.000000,928000.000000
hk08385,2018-09-07,0.204000,0.210000,0.200000,0.205000,0.200000,0.025000,7120000.000000,1473280.000000
hk08385,2018-09-06,0.203000,0.203000,0.202000,0.200000,0.204000,-0.019608,3160000.000000,639900.000000
hk08385,2018-09-05,0.206000,0.208000,0.200000,0.204000,0.206000,-0.009709,7030000.000000,1450080.000000
hk08385,2018-09-04,0.204000,0.206000,0.200000,0.206000,0.205000,0.004878,5680000.000000,1153850.000000
