股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收盘,涨跌幅,成交量,成交额
hk01289,2019-01-16,1.920000,1.920000,1.780000,1.780000,1.780000,0.000000,44000.000000,79200.000000
hk01289,2019-01-15,1.780000,1.830000,1.750000,1.780000,1.890000,-0.058201,61000.000000,107775.000000
hk01289,2019-01-14,1.810000,1.890000,1.770000,1.890000,1.830000,0.032787,49500.000000,88775.000000
hk01289,2019-01-11,1.870000,1.870000,1.830000,1.830000,1.950000,-0.061538,188500.000000,349980.000000
hk01289,2019-01-10,1.910000,2.020000,1.880000,1.950000,1.900000,0.026316,77000.000000,146910.000000
hk01289,2019-01-09,1.950000,1.970000,1.900000,1.900000,1.950000,-0.025641,46500.000000,88815.000000
hk01289,2019-01-08,1.940000,1.950000,1.940000,1.950000,1.870000,0.042781,1500.000000,2920.000000
hk01289,2019-01-07,1.890000,1.910000,1.870000,1.870000,1.890000,-0.010582,6000.000000,11340.000000
hk01289,2019-01-04,1.920000,1.920000,1.890000,1.890000,1.810000,0.044199,1500.000000,2865.000000
hk01289,2019-01-03,0.000000,0.000000,0.000000,1.810000,1.810000,0.000000,0.000000,0.000000
hk01289,2019-01-02,1.820000,1.820000,1.810000,1.810000,1.850000,-0.021622,95000.000000,172350.000000
hk01289,2018-12-31,0.000000,0.000000,0.000000,1.850000,1.850000,0.000000,0.000000,0.000000
hk01289,2018-12-28,0.000000,0.000000,0.000000,1.850000,1.850000,0.000000,0.000000,0.000000
hk01289,2018-12-27,1.790000,1.860000,1.790000,1.850000,1.850000,0.000000,31000.000000,56965.000000
hk01289,2018-12-24,1.850000,1.850000,1.850000,1.850000,1.890000,-0.021164,9500.000000,17575.000000
hk01289,2018-12-21,1.860000,1.890000,1.750000,1.890000,1.810000,0.044199,47500.000000,85915.000000
hk01289,2018-12-20,1.760000,1.780000,1.760000,1.810000,1.810000,0.000000,99000.000000,175270.000000
hk01289,2018-12-19,0.000000,0.000000,0.000000,1.810000,1.810000,0.000000,0.000000,0.000000
hk01289,2018-12-18,0.000000,0.000000,0.000000,1.810000,1.810000,0.000000,0.000000,0.000000
hk01289,2018-12-17,0.000000,0.000000,0.000000,1.810000,1.810000,0.000000,0.000000,0.000000
hk01289,2018-12-14,1.870000,1.870000,1.800000,1.810000,1.960000,-0.076531,66000.000000,121050.000000
hk01289,2018-12-13,0.000000,0.000000,0.000000,1.960000,1.960000,0.000000,0.000000,0.000000
hk01289,2018-12-12,1.880000,2.060000,1.850000,1.960000,1.810000,0.082873,149000.000000,287965.000000
hk01289,2018-12-11,1.810000,1.810000,1.810000,1.810000,1.810000,0.000000,2500.000000,4525.000000
hk01289,2018-12-10,0.000000,0.000000,0.000000,1.810000,1.810000,0.000000,0.000000,0.000000
hk01289,2018-12-07,1.810000,1.810000,1.810000,1.810000,1.800000,0.005556,500.000000,905.000000
hk01289,2018-12-06,1.760000,1.800000,1.760000,1.800000,1.710000,0.052632,8500.000000,15160.000000
hk01289,2018-12-05,1.710000,1.710000,1.710000,1.710000,1.730000,-0.011561,4000.000000,6840.000000
hk01289,2018-12-04,1.710000,1.710000,1.710000,1.730000,1.840000,-0.059783,4000.000000,6840.000000
hk01289,2018-12-03,0.000000,0.000000,0.000000,1.840000,1.840000,0.000000,0.000000,0.000000
hk01289,2018-11-30,1.780000,1.870000,1.780000,1.840000,1.750000,0.051429,23500.000000,42720.000000
hk01289,2018-11-29,0.000000,0.000000,0.000000,1.750000,1.750000,0.000000,0.000000,0.000000
hk01289,2018-11-28,1.720000,1.720000,1.710000,1.750000,1.850000,-0.054054,14000.000000,23945.000000
hk01289,2018-11-27,1.840000,1.850000,1.840000,1.850000,1.870000,-0.010695,18000.000000,33220.000000
hk01289,2018-11-26,1.890000,1.890000,1.890000,1.870000,1.900000,-0.015789,6500.000000,12285.000000
hk01289,2018-11-23,1.940000,1.940000,1.940000,1.900000,1.800000,0.055556,500.000000,970.000000
hk01289,2018-11-22,1.790000,1.850000,1.790000,1.800000,1.790000,0.005587,30500.000000,54895.000000
hk01289,2018-11-21,1.800000,1.800000,1.790000,1.790000,1.800000,-0.005556,6500.000000,11655.000000
