¹ÉÆ±´úÂë,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,×òÊÕÅÌ,ÕÇµø·ù,³É½»Á¿,³É½»¶î
hk01116,2019-01-16,0.195000,0.200000,0.194000,0.200000,0.199000,0.005025,3330000.000000,654280.000000
hk01116,2019-01-15,0.190000,0.199000,0.190000,0.199000,0.194000,0.025773,4450000.000000,870330.000000
hk01116,2019-01-14,0.186000,0.198000,0.185000,0.194000,0.192000,0.010417,3610000.000000,695800.000000
hk01116,2019-01-11,0.188000,0.193000,0.188000,0.192000,0.190000,0.010526,2850000.000000,537940.000000
hk01116,2019-01-10,0.187000,0.195000,0.187000,0.190000,0.190000,0.000000,4970000.000000,956160.000000
hk01116,2019-01-09,0.184000,0.192000,0.184000,0.190000,0.187000,0.016043,4440000.000000,835070.000000
hk01116,2019-01-08,0.185000,0.195000,0.185000,0.187000,0.189000,-0.010582,7090000.000000,1355530.000000
hk01116,2019-01-07,0.192000,0.195000,0.188000,0.189000,0.201000,-0.059701,7650000.000000,1460980.000000
hk01116,2019-01-04,0.200000,0.201000,0.195000,0.201000,0.202000,-0.004950,1732000.000000,345176.000000
hk01116,2019-01-03,0.209000,0.209000,0.191000,0.202000,0.198000,0.020202,3000000.000000,616020.000000
hk01116,2019-01-02,0.205000,0.205000,0.196000,0.198000,0.205000,-0.034146,8170000.000000,1638400.000000
hk01116,2018-12-31,0.210000,0.210000,0.203000,0.205000,0.214000,-0.042056,2550000.000000,525800.000000
hk01116,2018-12-28,0.212000,0.214000,0.204000,0.214000,0.219000,-0.022831,5230000.000000,1088270.000000
hk01116,2018-12-27,0.216000,0.220000,0.204000,0.219000,0.219000,0.000000,6140000.000000,1301650.000000
hk01116,2018-12-24,0.214000,0.219000,0.211000,0.219000,0.216000,0.013889,1320000.000000,280370.000000
hk01116,2018-12-21,0.212000,0.224000,0.212000,0.216000,0.216000,0.000000,5910000.000000,1281810.000000
hk01116,2018-12-20,0.212000,0.216000,0.209000,0.216000,0.214000,0.009346,5760000.000000,1225710.000000
hk01116,2018-12-19,0.215000,0.219000,0.212000,0.214000,0.216000,-0.009259,746000.000000,160630.000000
hk01116,2018-12-18,0.225000,0.225000,0.215000,0.216000,0.223000,-0.031390,22430000.000000,4888920.000000
hk01116,2018-12-17,0.223000,0.226000,0.222000,0.223000,0.225000,-0.008889,22740000.000000,5101370.000000
hk01116,2018-12-14,0.228000,0.228000,0.221000,0.225000,0.225000,0.000000,27246000.000000,6103148.000000
hk01116,2018-12-13,0.228000,0.228000,0.219000,0.225000,0.224000,0.004464,34270000.000000,7648550.000000
hk01116,2018-12-12,0.213000,0.225000,0.212000,0.224000,0.213000,0.051643,32600000.000000,7202140.000000
hk01116,2018-12-11,0.213000,0.217000,0.213000,0.213000,0.213000,0.000000,2980000.000000,637360.000000
hk01116,2018-12-10,0.212000,0.218000,0.210000,0.213000,0.214000,-0.004673,25750000.000000,5568010.000000
hk01116,2018-12-07,0.214000,0.216000,0.208000,0.214000,0.215000,-0.004651,4708000.000000,1001170.000000
hk01116,2018-12-06,0.219000,0.219000,0.215000,0.215000,0.221000,-0.027149,4140000.000000,897560.000000
hk01116,2018-12-05,0.219000,0.223000,0.216000,0.221000,0.218000,0.013761,3110000.000000,685710.000000
hk01116,2018-12-04,0.219000,0.219000,0.214000,0.218000,0.223000,-0.022422,3720000.000000,807060.000000
hk01116,2018-12-03,0.223000,0.228000,0.200000,0.223000,0.223000,0.000000,60346000.000000,12917222.000000
hk01116,2018-11-30,0.223000,0.229000,0.217000,0.223000,0.221000,0.009050,4716000.000000,1043678.000000
hk01116,2018-11-29,0.220000,0.224000,0.220000,0.221000,0.223000,-0.008969,2526000.000000,560648.000000
hk01116,2018-11-28,0.232000,0.232000,0.223000,0.223000,0.227000,-0.017621,4530000.000000,1020080.000000
hk01116,2018-11-27,0.233000,0.237000,0.225000,0.227000,0.227000,0.000000,6080000.000000,1393490.000000
hk01116,2018-11-26,0.241000,0.255000,0.225000,0.227000,0.247000,-0.080972,26256000.000000,6274928.000000
hk01116,2018-11-23,0.228000,0.250000,0.215000,0.247000,0.222000,0.112613,52626000.000000,12266600.000000
hk01116,2018-11-22,0.250000,0.250000,0.221000,0.222000,0.249000,-0.108434,33916000.000000,7801124.000000
hk01116,2018-11-21,0.245000,0.280000,0.242000,0.249000,0.209000,0.191388,124332000.000000,30510584.000000
hk01116,2018-11-20,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-19,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-16,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-15,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-14,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-13,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-12,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-09,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-08,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-07,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-06,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-05,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-02,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-11-01,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-10-31,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-10-30,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-10-29,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-10-26,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-10-25,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-10-24,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-10-23,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-10-22,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-10-19,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2018-10-18,0.000000,0.000000,0.000000,0.209000,0.209000,0.000000,0.000000,0.000000
hk01116,2017-10-18,0.000000,0.000000,0.000000,0.000000,0.123000,-1.000000,0.000000,0.000000
hk01116,2017-10-17,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-10-16,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-10-13,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-10-12,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-10-11,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-10-10,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-10-09,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-10-06,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-10-04,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-10-03,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-29,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-28,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-27,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-26,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-25,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-22,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-21,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-20,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-19,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-18,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-15,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-14,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-13,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-12,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-11,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-08,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-07,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2017-09-06,0.000000,0.000000,0.000000,0.123000,0.123000,0.000000,0.000000,0.000000
hk01116,2012-01-06,0.122000,0.125000,0.122000,0.123000,0.120000,0.025000,488000.000000,60040.000000
hk01116,2011-11-21,0.123000,0.128000,0.120000,0.120000,0.127000,-0.055118,1408000.000000,176852.000000
hk01116,2011-11-18,0.123000,0.156000,0.123000,0.127000,0.126000,0.007937,744000.000000,93776.000000
hk01116,2011-11-17,0.125000,0.130000,0.123000,0.126000,0.128000,-0.015625,604000.000000,75196.000000
hk01116,2011-11-16,0.131000,0.131000,0.128000,0.128000,0.131000,-0.022901,520000.000000,67820.000000
hk01116,2011-11-15,0.130000,0.131000,0.130000,0.131000,0.130000,0.007692,288000.000000,37724.000000
hk01116,2011-11-14,0.128000,0.130000,0.128000,0.130000,0.130000,0.000000,146000.000000,18758.000000
hk01116,2011-11-11,0.128000,0.130000,0.128000,0.130000,0.125000,0.040000,1732000.000000,222000.000000
hk01116,2011-11-10,0.125000,0.125000,0.125000,0.125000,0.129000,-0.031008,140000.000000,17500.000000
hk01116,2011-11-09,0.128000,0.135000,0.127000,0.129000,0.130000,-0.007692,1188000.000000,152808.000000
hk01116,2011-11-08,0.130000,0.130000,0.128000,0.130000,0.133000,-0.022556,520000.000000,66816.000000
hk01116,2011-11-07,0.134000,0.134000,0.129000,0.133000,0.134000,-0.007463,804000.000000,104636.000000
hk01116,2011-11-04,0.135000,0.135000,0.135000,0.134000,0.131000,0.022901,20000.000000,2700.000000
hk01116,2011-11-03,0.127000,0.127000,0.127000,0.131000,0.130000,0.007692,4000.000000,508.000000
hk01116,2011-11-01,0.130000,0.130000,0.130000,0.130000,0.131000,-0.007634,200000.000000,26000.000000
hk01116,2011-10-31,0.131000,0.132000,0.131000,0.131000,0.139000,-0.057554,328000.000000,43188.000000
hk01116,2011-10-28,0.140000,0.145000,0.131000,0.139000,0.135000,0.029630,3014000.000000,416592.000000
hk01116,2011-10-27,0.127000,0.136000,0.127000,0.135000,0.122000,0.106557,8512000.000000,1113540.000000
hk01116,2011-10-26,0.120000,0.125000,0.120000,0.122000,0.125000,-0.024000,4460000.000000,545344.000000
hk01116,2011-10-25,0.125000,0.134000,0.121000,0.125000,0.128000,-0.023438,4816000.000000,611916.000000
hk01116,2011-10-24,0.123000,0.129000,0.122000,0.128000,0.130000,-0.015385,892000.000000,109488.000000
hk01116,2011-10-21,0.130000,0.130000,0.130000,0.130000,0.137000,-0.051095,12000.000000,1560.000000
hk01116,2011-10-19,0.131000,0.140000,0.130000,0.140000,0.136000,0.029412,304000.000000,39564.000000
hk01116,2011-10-18,0.133000,0.134000,0.130000,0.136000,0.136000,0.000000,656000.000000,86720.000000
hk01116,2011-10-17,0.136000,0.136000,0.136000,0.136000,0.144000,-0.055556,108000.000000,14688.000000
hk01116,2011-10-14,0.140000,0.144000,0.140000,0.144000,0.140000,0.028571,32000.000000,4496.000000
hk01116,2011-10-13,0.140000,0.141000,0.134000,0.140000,0.150000,-0.066667,3456000.000000,476344.000000
hk01116,2011-10-12,0.150000,0.160000,0.150000,0.150000,0.137000,0.094891,136000.000000,21040.000000
hk01116,2011-10-11,0.137000,0.138000,0.137000,0.137000,0.136000,0.007353,152000.000000,20828.000000
hk01116,2011-10-10,0.136000,0.136000,0.136000,0.136000,0.130000,0.046154,8000.000000,1088.000000
hk01116,2011-10-07,0.130000,0.130000,0.130000,0.130000,0.136000,-0.044118,88000.000000,11440.000000
hk01116,2011-10-06,0.150000,0.150000,0.130000,0.136000,0.142000,-0.042254,996000.000000,134076.000000
