¹ÉÆ±´úÂë,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,×òÊÕÅÌ,ÕÇµø·ù,³É½»Á¿,³É½»¶î
hk00599,2019-01-16,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2019-01-15,0.460000,0.500000,0.460000,0.500000,0.520000,-0.038462,76000.000000,35120.000000
hk00599,2019-01-14,0.000000,0.000000,0.000000,0.520000,0.520000,0.000000,0.000000,0.000000
hk00599,2019-01-11,0.000000,0.000000,0.000000,0.520000,0.520000,0.000000,0.000000,0.000000
hk00599,2019-01-10,0.000000,0.000000,0.000000,0.520000,0.520000,0.000000,0.000000,0.000000
hk00599,2019-01-09,0.000000,0.000000,0.000000,0.520000,0.520000,0.000000,0.000000,0.000000
hk00599,2019-01-08,0.000000,0.000000,0.000000,0.520000,0.520000,0.000000,0.000000,0.000000
hk00599,2019-01-07,0.520000,0.520000,0.520000,0.520000,0.500000,0.040000,4000.000000,2080.000000
hk00599,2019-01-04,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2019-01-03,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,450.000000,262.000000
hk00599,2019-01-02,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-12-31,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-12-28,0.500000,0.500000,0.500000,0.500000,0.500000,0.000000,16000.000000,8000.000000
hk00599,2018-12-27,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-12-24,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-12-21,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-12-20,0.000000,0.000000,0.000000,0.500000,0.490000,0.020408,0.000000,0.000000
hk00599,2018-12-19,0.000000,0.000000,0.000000,0.490000,0.490000,0.000000,0.000000,0.000000
hk00599,2018-12-18,0.000000,0.000000,0.000000,0.490000,0.490000,0.000000,0.000000,0.000000
hk00599,2018-12-17,0.000000,0.000000,0.000000,0.490000,0.490000,0.000000,0.000000,0.000000
hk00599,2018-12-14,0.000000,0.000000,0.000000,0.490000,0.490000,0.000000,20000.000000,10000.000000
hk00599,2018-12-13,0.000000,0.000000,0.000000,0.490000,0.490000,0.000000,0.000000,0.000000
hk00599,2018-12-12,0.000000,0.000000,0.000000,0.490000,0.490000,0.000000,0.000000,0.000000
hk00599,2018-12-11,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-12-10,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-12-07,0.495000,0.500000,0.495000,0.500000,0.485000,0.030928,68000.000000,34400.000000
hk00599,2018-12-06,0.000000,0.000000,0.000000,0.485000,0.485000,0.000000,0.000000,0.000000
hk00599,2018-12-05,0.000000,0.000000,0.000000,0.485000,0.485000,0.000000,0.000000,0.000000
hk00599,2018-12-04,0.000000,0.000000,0.000000,0.485000,0.485000,0.000000,0.000000,0.000000
hk00599,2018-12-03,0.000000,0.000000,0.000000,0.485000,0.485000,0.000000,0.000000,0.000000
hk00599,2018-11-30,0.485000,0.485000,0.485000,0.485000,0.490000,-0.010204,6000.000000,2870.000000
hk00599,2018-11-29,0.000000,0.000000,0.000000,0.490000,0.490000,0.000000,0.000000,0.000000
hk00599,2018-11-28,0.000000,0.000000,0.000000,0.490000,0.490000,0.000000,0.000000,0.000000
hk00599,2018-11-27,0.000000,0.000000,0.000000,0.490000,0.490000,0.000000,0.000000,0.000000
hk00599,2018-11-26,0.000000,0.000000,0.000000,0.490000,0.490000,0.000000,0.000000,0.000000
hk00599,2018-11-23,0.490000,0.490000,0.490000,0.490000,0.480000,0.020833,60000.000000,29400.000000
hk00599,2018-11-22,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-21,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-20,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-19,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-16,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-15,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-14,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-13,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-12,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-09,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-08,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-07,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-06,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-05,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-11-02,0.000000,0.000000,0.000000,0.480000,0.470000,0.021277,20000.000000,9500.000000
hk00599,2018-11-01,0.000000,0.000000,0.000000,0.470000,0.470000,0.000000,0.000000,0.000000
hk00599,2018-10-31,0.000000,0.000000,0.000000,0.470000,0.470000,0.000000,0.000000,0.000000
hk00599,2018-10-30,0.000000,0.000000,0.000000,0.470000,0.470000,0.000000,0.000000,0.000000
hk00599,2018-10-29,0.480000,0.480000,0.470000,0.470000,0.465000,0.010753,548000.000000,260640.000000
hk00599,2018-10-26,0.470000,0.470000,0.460000,0.465000,0.475000,-0.021053,636000.000000,294680.000000
hk00599,2018-10-25,0.475000,0.475000,0.475000,0.475000,0.475000,0.000000,48000.000000,22800.000000
hk00599,2018-10-24,0.475000,0.475000,0.475000,0.475000,0.480000,-0.010417,400000.000000,190000.000000
hk00599,2018-10-23,0.480000,0.490000,0.475000,0.480000,0.490000,-0.020408,684000.000000,327140.000000
hk00599,2018-10-22,0.485000,0.485000,0.485000,0.490000,0.480000,0.020833,20000.000000,9700.000000
hk00599,2018-10-19,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-10-18,0.000000,0.000000,0.000000,0.480000,0.480000,0.000000,0.000000,0.000000
hk00599,2018-10-16,0.480000,0.500000,0.480000,0.480000,0.500000,-0.040000,180000.000000,86560.000000
hk00599,2018-10-15,0.500000,0.500000,0.500000,0.500000,0.500000,0.000000,20000.000000,10000.000000
hk00599,2018-10-12,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-10-11,0.490000,0.500000,0.490000,0.500000,0.500000,0.000000,80000.000000,39400.000000
hk00599,2018-10-10,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-10-09,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-10-08,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-10-05,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-10-04,0.495000,0.495000,0.495000,0.500000,0.500000,0.000000,20000.000000,9900.000000
hk00599,2018-10-03,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-10-02,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
hk00599,2018-09-28,0.000000,0.000000,0.000000,0.500000,0.495000,0.010101,0.000000,0.000000
hk00599,2018-09-27,0.000000,0.000000,0.000000,0.495000,0.495000,0.000000,0.000000,0.000000
hk00599,2018-09-26,0.000000,0.000000,0.000000,0.495000,0.495000,0.000000,0.000000,0.000000
hk00599,2018-09-24,0.000000,0.000000,0.000000,0.520000,0.520000,0.000000,0.000000,0.000000
hk00599,2018-09-21,0.000000,0.000000,0.000000,0.520000,0.520000,0.000000,0.000000,0.000000
hk00599,2018-09-20,0.000000,0.000000,0.000000,0.520000,0.520000,0.000000,0.000000,0.000000
hk00599,2018-09-19,0.520000,0.520000,0.520000,0.520000,0.510000,0.019608,20858.000000,10816.000000
hk00599,2018-09-18,0.000000,0.000000,0.000000,0.510000,0.510000,0.000000,0.000000,0.000000
hk00599,2018-09-17,0.000000,0.000000,0.000000,0.510000,0.510000,0.000000,0.000000,0.000000
hk00599,2018-09-14,0.500000,0.510000,0.495000,0.510000,0.500000,0.020000,244012.000000,122866.000000
hk00599,2018-09-13,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000
