股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收盘,涨跌幅,成交量,成交额
hk02973,2018-09-20,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-19,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-18,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-17,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-14,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-13,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-12,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-11,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-10,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-07,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-06,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-05,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-04,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-09-03,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2018-08-31,0.000000,0.000000,0.000000,72.500000,72.500000,0.000000,0.000000,0.000000
hk02973,2017-07-20,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-07-19,66.300000,66.300000,66.300000,66.300000,66.300000,0.000000,2000.000000,132600.000000
hk02973,2017-07-18,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-07-17,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-07-14,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-07-13,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-07-12,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-07-11,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-07-10,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-07-07,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-07-06,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-07-05,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-07-04,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-07-03,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2017-06-30,0.000000,0.000000,0.000000,66.300000,66.300000,0.000000,0.000000,0.000000
hk02973,2016-06-15,0.480000,0.500000,0.480000,0.500000,0.550000,-0.090909,2600.000000,1281.000000
hk02973,2016-06-14,0.640000,0.640000,0.500000,0.550000,0.680000,-0.191176,55150.000000,32384.500000
hk02973,2016-06-10,0.690000,0.700000,0.680000,0.680000,0.720000,-0.055556,76500.000000,52045.000000
hk02973,2016-06-08,0.750000,0.750000,0.700000,0.720000,0.750000,-0.040000,48000.000000,34147.500000
hk02973,2016-06-07,0.700000,0.800000,0.700000,0.750000,0.720000,0.041667,49300.000000,35042.500000
hk02973,2016-06-06,0.720000,0.740000,0.720000,0.720000,0.730000,-0.013699,126858.000000,91770.922000
hk02973,2016-06-03,0.820000,0.840000,0.730000,0.730000,0.820000,-0.109756,318150.000000,251381.500000
hk02973,2016-06-02,0.700000,0.950000,0.700000,0.820000,0.720000,0.138889,3571900.000000,3067673.000000
hk02973,2016-06-01,0.750000,0.770000,0.710000,0.720000,0.730000,-0.013699,103700.000000,75769.508000
hk02973,2016-05-31,0.710000,0.780000,0.710000,0.730000,0.740000,-0.013514,878500.000000,656267.500000
hk02973,2016-05-30,0.760000,0.820000,0.730000,0.740000,0.760000,-0.026316,2186750.000000,1663448.125000
hk02973,2016-05-27,0.860000,0.900000,0.730000,0.760000,0.830000,-0.084337,7393750.000000,5921660.500000
hk02973,2016-05-26,0.900000,0.930000,0.820000,0.830000,0.900000,-0.077778,1734500.000000,1496692.000000
hk02973,2016-05-25,0.870000,1.000000,0.860000,0.900000,0.900000,0.000000,6904700.000000,6522552.000000
hk02973,2016-05-24,0.920000,1.060000,0.820000,0.900000,0.920000,-0.021739,7067950.000000,6831466.500000
hk02973,2016-05-23,1.140000,1.240000,0.820000,0.920000,1.140000,-0.192982,8217700.000000,8046690.000000
hk02973,2016-05-20,1.400000,1.650000,1.120000,1.140000,1.290000,-0.116279,32006150.000000,44673540.000000
hk02973,2016-05-19,0.495000,1.560000,0.465000,1.290000,0.265000,3.867925,81128750.000000,93178352.000000
hk02973,2016-05-18,1.700000,1.900000,1.220000,1.380000,1.900000,-0.273684,5173100.000000,6987568.500000
hk02973,2015-09-25,0.990000,1.070000,0.990000,1.070000,0.990000,0.080808,100000.000000,103000.000000
