股票编号,报告日期,基本每股收益,净利率,流动比率,速动比率
00148,2018-12,4.9873,15.3719,3882400.0,1647900.0
00148,2018-06,3.2957,21.5123,3908500.0,1611399.9999999998
00148,2017-12,4.483,15.8347,3776100.0,1671000.0
00148,2017-06,1.8226,15.1851,3181900.0,1653200.0
00148,2016-12,4.3733,17.1978,3119100.0000000005,2029900.0
00148,2016-06,1.2547,9.3942,3019900.0,1571399.9999999998
00148,2015-12,1.348,5.9567,3057600.0,1366000.0
00148,2015-06,0.679,6.1102,2990100.0,1587000.0
00149,2018-12,-0.0175,-23.0234,208400.0,267300.0
00149,2018-06,-0.0084,-18.2774,210300.0,162900.0
00149,2017-12,-0.1505,-42.7273,137700.0,157500.0
00149,2017-06,-0.0608,-25.3488,128400.0,174899.99999999997
00149,2016-12,-0.5993,-129.0858,149100.0,183400.0
00149,2016-06,-0.1111,-30.6668,279300.0,190200.0
00149,2015-12,-1.3823,-135.2549,297200.0,222200.0
00149,2015-06,-0.2287,-113.6706,289400.0,183700.0
00150,2018-09,0.0074,6.5296,20200.0,7721.12
00150,2018-03,0.0181,11.7303,15100.0,4668.24
00150,2017-12,0.0176,14.4687,18300.0,7312.46
00150,2017-09,0.0062,10.2307,13799.999999999998,5024.12
00150,2017-03,0.0104,10.709,12600.0,4643.76
00151,2018-09,0.1096,14.6567,1848500.0,580800.0
00151,2018-03,0.2493,15.3415,1735300.0,872900.0000000001
00151,2017-09,0.1615,14.81,1548800.0,869400.0
00151,2017-06,0.1199,15.9782,1544600.0,898100.0
00151,2016-12,0.277,17.8455,1690100.0,877200.0
00151,2016-06,0.1377,18.0513,1433500.0,680100.0
00151,2015-12,0.2688,15.7994,1385600.0,579800.0
00151,2015-06,0.1327,15.6906,1381699.9999999998,533600.0
00152,2018-12,1.7787,56.3568,2610200.0,1088500.0
00152,2018-06,0.371,28.9506,1812600.0,1038000.0
00152,2017-12,1.6133,49.003,1448899.9999999998,893300.0
00152,2017-06,0.486,37.9481,1608600.0000000002,1305500.0
00152,2016-12,0.984,37.4613,1968700.0,1146700.0
00152,2016-06,0.282,29.5485,1595300.0,958199.9999999999
00152,2015-12,0.9718,45.4439,1814700.0,675200.0
00152,2015-06,0.5678,58.8398,1026300.0,460200.00000000006
00153,2018-12,0.0596,9.2594,277100.0,42699.99999999999
00153,2018-06,0.044,15.184,289000.0,43800.0
00153,2017-12,0.0977,16.0936,257300.0,27000.0
00153,2017-06,0.0395,17.2458,237399.99999999997,23100.0
00153,2016-12,0.1413,17.4628,231400.0,26500.0
00153,2016-06,0.0523,16.233,204200.00000000003,27799.999999999996
00153,2015-12,0.1753,17.7636,192800.0,24700.000000000004
00153,2015-06,0.0731,16.4957,187300.0,25500.0
00154,2018-12,0.1547,22.1541,191200.0,240400.0
00154,2018-06,0.0646,22.389,224500.0,280600.0
00154,2017-12,0.106,19.8549,202500.0,270300.0
00154,2017-06,0.0409,17.8755,206000.0,269400.0
00154,2016-12,0.0776,31.3536,200400.0,193800.0
00154,2016-06,0.0523,53.5026,171600.0,96400.0
00154,2015-12,0.0865,6.7366,189400.0,91000.0
00154,2015-06,-0.0017,-11.5099,173200.0,21500.0
00156,2018-09,-0.0246,-18.6205,254899.99999999997,142200.0
00156,2018-03,-0.0103,-1.8545,314000.0,151200.0
00156,2017-09,0.0115,13.7556,330800.0,117600.0
00156,2017-03,0.0375,17.7945,387600.0,164600.0
00156,2016-09,0.0268,24.9881,330700.0,81800.0
00156,2016-03,-0.0281,-17.7474,310800.0,69600.0
00156,2015-09,-0.028,-29.9156,297500.0,75800.0
00156,2015-03,0.0345,12.2009,335500.0,90900.0
00157,2018-12,0.0114,7.1061,30500.0,11000.0
00157,2018-06,0.0122,14.9687,41100.0,14800.0
00157,2017-12,0.0443,26.3748,41100.0,9667.47
00157,2017-06,0.0167,20.8939,49600.0,19700.0
00157,2016-12,0.0662,31.2279,50599.99999999999,14600.0
00157,2016-06,0.0354,34.5229,58300.0,16800.0
00157,2015-12,0.057,26.9928,51100.0,12000.0
00157,2015-06,0.0309,29.5783,61800.0,19000.0
00158,2018-09,80.9026,1044.3922,24700.000000000004,6881.38
00158,2018-03,31.6894,905.5104,19700.0,4919.92
00158,2017-09,51.5064,652.3044,21500.0,6505.0
00158,2017-03,18.3151,443.6771,19400.0,5654.6
00158,2016-09,9.6945,121.2717,19500.0,7133.48
00158,2016-03,-0.125,-3.2674,15800.0,5568.19
00158,2015-09,18.4108,250.9485,14900.0,6243.0
00158,2015-03,11.4219,326.9777,11299.999999999998,4721.97
00160,2018-09,0.704,58.6611,351500.0,308700.0
00160,2018-03,3.3172,174.5561,434099.99999999994,357299.99999999994
00160,2017-09,2.9492,266.1684,490700.0,407900.0
00160,2017-03,0.7191,44.5096,460400.0,422299.99999999994
00160,2016-09,0.2548,26.5915,343900.0,341800.0
00160,2016-03,0.5333,33.7201,428000.0,422400.0
00160,2015-09,0.4276,67.7971,401900.0,270700.0
00160,2015-03,2.0832,524.1421,327900.0,301300.0
00161,2018-12,-0.5112,0.6475,3825700.0,4014000.0
00161,2018-09,0.0,3.5046,4183800.0,4163600.0
00161,2018-06,0.1062,3.9893,4104300.0,4047100.0
00161,2018-03,0.0,4.2853,4209800.0,4082100.0
00161,2017-12,0.3261,3.0584,3835899.9999999995,3232500.0
00161,2017-09,0.0,4.1012,3319200.0,3095500.0
00161,2017-06,0.1,3.3571,3370700.0,2874700.0000000005
00161,2017-03,0.0,3.1038,3092100.0,2784200.0
00162,2018-09,-0.005,-2.2313,97700.0,197800.0
00162,2018-03,0.012,2.0403,120100.0,193200.0
00162,2017-09,-0.009,-3.8323,136000.0,191800.0
00162,2017-03,-0.152,-30.5696,124500.0,176900.0
00162,2016-09,-0.0973,-40.5889,148700.0,199100.0
00162,2015-12,-0.0008,0.2821,140200.0,285100.0
00162,2015-06,0.0142,5.2223,138000.0,275200.0
00162,2014-12,0.041,8.2561,148000.0,243800.0
00163,2018-09,0.5984,167.6258,840300.0,774400.0
00163,2018-03,0.7372,115.0257,735200.0,668900.0
00163,2017-09,0.3654,114.8999,641900.0,594600.0
00163,2017-03,0.8434,90.7172,829200.0,663900.0
00163,2016-09,-0.0947,-15.3133,552600.0,492100.0
00163,2016-03,-0.5416,-39.7949,559800.0,458700.0
00163,2015-09,-0.1313,-13.5562,596200.0,488000.0
00163,2015-03,0.1901,45.2137,606000.0,479500.0
00164,2018-09,-0.0029,-323.1737,64400.00000000001,44500.0
00164,2018-03,-0.0068,-560.3642,61100.0,38200.0
00164,2017-09,-0.0023,-2584.1923,61900.00000000001,17200.0
00164,2017-03,-0.0109,-1016.1717,54300.0,10600.0
00164,2016-09,-0.0072,-1058.2116,44000.0,7420.36
00164,2016-03,-0.0086,-74.0707,25600.0,10300.0
00164,2015-09,-0.0016,-23.9147,27100.0,7894.06
00164,2015-03,-0.0085,-83.3275,24700.000000000004,6383.61
00166,2018-12,-0.0255,-86.32,93100.0,13600.000000000002
00166,2018-06,-0.0093,-48.1266,102300.0,6313.39
00166,2017-12,0.0105,35.3659,109400.0,7566.82
00166,2017-06,-0.0265,-1027.6139,124400.0,14600.0
00166,2016-12,-0.0284,-218.9203,70100.0,7324.52
00166,2016-06,-0.0073,-71.415,27100.0,19200.0
00166,2015-12,-0.6255,-2496.2413,28200.0,15600.0
00166,2015-06,-0.0184,-143.0617,30700.0,23600.0
00167,2018-12,-0.0726,-49.7692,15600.0,19800.0
00167,2018-06,-0.0202,-27.7012,21000.0,18600.0
00167,2017-12,-0.0276,-16.5892,27599.999999999996,19100.0
00167,2017-06,-0.0186,-29.9569,28600.0,15600.0
00167,2016-12,-0.022,-11.3274,31800.0,13000.0
00167,2016-06,-0.0165,-21.6624,32700.0,14500.0
00167,2015-12,-0.0278,-16.0641,37600.0,15800.0
00167,2015-09,-0.0193,-18.9811,46000.0,22700.0
00168,2018-12,1.053,5.8739,1776000.0,1208700.0
00168,2018-09,1.554,9.5212,1800900.0,1197400.0
00168,2018-06,0.964,9.2137,1751500.0,1294800.0
00168,2017-12,0.935,5.2603,1407300.0,1045200.0
00168,2017-06,0.85,8.1321,1533700.0,1223400.0
00168,2017-03,0.429,8.605,1356699.9999999998,1048600.0
00168,2016-12,0.772,4.2354,1261000.0,1028500.0
00168,2016-09,1.362,8.3493,1386300.0,1095300.0
00169,2018-12,0.1428,81.6189,714.34,564.93
00169,2018-06,0.0455,452.9586,949500.0,782200.0
00169,2017-12,-0.0836,-393.1484,1231300.0,1098400.0
00169,2017-06,-0.0555,-577.8487,1015800.0,646600.0
00169,2016-12,-0.0116,20.3303,882800.0,623500.0
00169,2016-06,-0.0068,-2.4541,592400.0,405100.0
00169,2015-12,-0.0469,-0.957,532700.0,385300.0
00169,2015-06,-0.0134,10.3078,507299.99999999994,411200.0
00173,2018-12,1.1348,38.8177,3412900.0,1124400.0
00173,2018-06,0.1592,100.6419,3487799.9999999995,1356600.0
00173,2017-12,1.0715,39.9975,3361000.0,1310300.0
00173,2017-06,0.6341,44.8638,3501400.0,1305100.0
00173,2016-12,0.9627,33.5358,3016100.0,1237800.0
00173,2016-06,0.5711,34.709,2961000.0,1019700.0
00173,2015-12,0.4032,30.6562,2740400.0,790800.0
00173,2015-06,0.1514,24.7033,2652900.0,403100.0
00174,2018-12,0.0263,16.191,134100.0,27799.999999999996
00174,2018-06,0.0337,26.406,207200.0,83300.0
00174,2017-12,-0.1588,-156.6058,188700.0,54400.00000000001
00174,2017-06,-0.1736,-258.7465,144700.0,3824.84
00174,2016-12,-0.5009,-304.9183,125000.0,27599.999999999996
00174,2016-06,-0.547,-2995.2791,121600.0,64500.0
00174,2015-12,-2.1112,-5015.8927,87800.0,81100.0
00174,2015-06,-0.474,-2170.736,134800.0,16800.0
00175,2018-12,1.4,11.8902,4278500.0,4376000.0
00175,2018-06,0.7433,12.5416,5188700.0,4756100.0
00175,2017-12,1.19,11.5732,5300800.0,4990200.0
00175,2017-06,0.4877,11.1263,4530400.0,3721300.0
00175,2016-12,0.5796,9.624,4724900.0,4063000.0
00175,2016-06,0.2167,10.6687,2646400.0,2143300.0
00175,2015-12,0.2568,7.5939,2534800.0,2044900.0
00175,2015-06,0.1596,10.2815,2439300.0,1917100.0
00176,2018-12,-0.0752,-76.626,79500.0,53300.0
00176,2018-06,-0.0137,-32.7895,87500.0,18300.0
00176,2017-12,0.0396,33.3972,67400.0,15100.0
00176,2017-06,-0.0039,-6.2932,14300.0,9549.38
00176,2016-12,0.0023,2.4677,33500.0,5547.12
00176,2016-06,-0.0003,-0.9853,30900.0,4096.69
00176,2015-09,-0.0073,-7.5784,30600.0,4870.44
00176,2015-03,-0.0029,-6.9304,27900.0,3409.47
00177,2018-12,0.8688,44.8962,589900.0,684500.0
00177,2018-09,0.7249,48.8672,574600.0,688600.0
00177,2018-06,0.4939,49.3842,550200.0,851400.0
00177,2018-03,0.2019,36.7583,411500.0,735500.0
00177,2017-12,0.7122,38.9694,460200.00000000006,872400.0
00177,2017-09,0.5749,42.5903,445500.0,879800.0
00177,2017-06,0.3771,41.8288,501100.0,918199.9999999999
00177,2017-03,0.1744,39.2408,505100.0,685300.0
00178,2018-09,0.059,4.8915,279800.0,88100.0
00178,2018-03,0.117,5.4894,246800.0,83100.0
00178,2017-09,0.0314,3.0038,231500.0,69100.0
00178,2017-03,0.0994,4.2176,220200.0,57800.0
00178,2016-09,0.0284,2.6456,250300.0,82000.0
00178,2016-03,0.1117,4.8875,205600.0,52800.0
00178,2015-09,0.0443,4.0504,217399.99999999997,75700.0
00178,2015-03,0.2337,9.3275,225500.0,68200.0
00179,2018-09,1.1158,8.5831,956400.0,785200.0
00179,2018-03,1.9267,8.474,873400.0,576400.0
00179,2017-09,1.0825,9.4999,845000.0,532600.0
00179,2017-03,1.9118,8.8796,769900.0,479900.0
00179,2016-09,0.9396,9.1929,710000.0,500100.0
00179,2016-03,1.2981,8.1731,682200.0,431700.0
00179,2015-09,0.722,9.987,902700.0,311800.0
00179,2015-03,1.4809,10.2906,910000.0,319900.0
00180,2018-12,0.1675,27.3327,45400.0,36000.0
00180,2018-06,0.0084,3.8704,44400.00000000001,35900.0
00180,2017-12,0.283,39.8089,47300.00000000001,37700.0
00180,2017-06,0.0361,14.0544,49300.0,45000.0
00180,2016-12,0.1157,16.3956,46600.0,45800.0
00180,2016-06,0.0164,6.1952,46600.0,45199.99999999999
00180,2015-12,0.1096,14.1612,43800.0,41400.0
00180,2015-06,0.0202,7.2311,43800.0,49000.0
00181,2018-12,0.0072,24.0527,4517.13,1060.53
00181,2018-06,0.0008,6.0361,3905.36,778.15
00181,2017-12,0.0058,22.9874,3899.47,892.17
00181,2017-06,0.0003,4.3189,3415.76,650.63
00181,2016-12,0.0016,5.3951,10000.0,994.85
00181,2016-06,-0.0034,-23.9491,11200.000000000002,858.47
00181,2015-12,-0.0028,-8.3099,10800.0,691.78
00181,2015-06,-0.0063,-39.161,2110.13,671.62
00182,2018-12,0.0588,36.3383,356599.99999999994,346400.0
00182,2018-06,0.0321,35.0463,440700.0,364500.0
00182,2017-12,0.0233,19.9445,370800.0,361599.99999999994
00182,2017-06,0.0314,45.3923,466700.0,456000.0
00182,2016-12,0.0532,25.8584,667800.0,578800.0
00182,2016-06,0.0277,26.636,509700.0,451000.0
00182,2015-12,0.048,11.7183,486800.0,439500.0
00182,2015-06,0.0223,11.6315,447200.0,368800.0
00183,2018-12,0.0034,166.6641,67500.0,15500.0
00183,2018-06,0.0222,32.9642,64100.0,15200.0
00183,2017-12,0.011,24.0432,67200.0,22000.0
00183,2017-06,0.0018,36.7221,84100.0,37900.0
00183,2016-12,0.0004,16.374,96700.0,22000.0
00183,2016-06,-0.0122,-360.5411,92800.0,21000.0
00183,2015-12,-0.0003,-11.4344,86000.0,23000.0
00183,2015-06,-0.007,-399.2676,94600.00000000001,19400.0
00184,2018-12,0.5064,15.6499,193600.0,51800.0
00184,2018-06,0.226,14.4883,173500.0,44600.0
00184,2017-12,0.3218,11.5969,196900.0,40500.0
00184,2017-06,0.0616,7.878,210100.00000000003,183200.0
00184,2016-12,0.5922,15.859,211100.0,187300.0
00184,2016-06,0.2051,12.4003,194200.00000000003,38500.0
00184,2015-12,0.5638,16.7953,186300.0,39000.0
00184,2015-06,0.3012,19.9925,166800.0,38600.0
00187,2018-12,-0.22,-11.8268,76400.0,72800.0
00187,2018-09,-0.1,-7.8635,93500.0,72700.0
00187,2018-06,-0.07,-8.6583,101800.0,82300.0
00187,2018-03,-0.05,-10.8294,100300.0,77500.0
00187,2017-12,0.05,1.9232,96900.0,75300.0
00187,2017-09,-0.16,-9.772,79800.0,81400.0
00187,2017-06,-0.1,-9.0224,82300.0,80100.0
00187,2017-03,-0.04,-9.5595,79300.0,76600.0
00189,2018-12,1.0,17.1229,981800.0000000001,552600.0
00189,2018-06,0.57,18.5154,871900.0,441400.0
00189,2017-12,0.76,16.5905,628400.0,390100.0
00189,2017-06,0.34,15.6678,558700.0,420500.0
00189,2016-12,0.28,7.7225,456000.0,393600.0
00189,2016-06,0.15,8.3392,483500.0,421300.0
00189,2015-12,-0.33,-9.6827,482299.99999999994,452700.00000000006
00189,2015-06,0.11,6.6643,577100.0,419000.0
00190,2018-12,1.2162,75.3701,383500.0,203200.0
00190,2018-06,0.564,70.3983,381100.0,216900.0
00190,2017-12,1.421,69.5545,384200.0,252500.0
00190,2017-06,0.598,62.8742,394500.0,241700.00000000003
00190,2016-12,0.653,36.7244,414400.0,240400.0
00190,2016-06,0.0128,48.4891,453300.0,262800.0
00190,2015-12,-0.0335,-45.5552,464900.0,283300.0
00190,2015-06,-0.0457,-123.1587,471800.0,293300.0
00191,2019-01,6.4674,128.5408,1317100.0,925500.0
00191,2018-07,5.8069,256.2375,679800.0,310700.0
00191,2018-01,1.4271,138.3835,405400.0,207300.0
00191,2017-07,3.2947,126.222,373100.0,366800.0
00191,2017-01,0.3139,119.0032,360600.0,298300.0
00191,2016-07,0.3087,62.9612,301100.0,112200.0
00191,2016-01,0.2506,93.372,239899.99999999997,182600.00000000003
00191,2015-07,0.5413,139.024,231700.00000000003,153200.0
00193,2019-01,0.3569,29.5405,68000.0,28700.0
00193,2018-07,0.0083,15.5027,66500.0,34700.0
00193,2018-01,0.0143,149.6558,83500.0,55000.0
00193,2017-07,0.0134,66.6537,75000.0,53700.0
00193,2017-01,0.0103,105.2697,57699.99999999999,33400.0
00193,2016-07,-0.031,-157.6659,46600.0,27599.999999999996
00193,2016-01,-0.0093,-84.6654,49000.0,24200.0
00193,2015-07,-0.0137,-50.3128,49000.0,23100.0
00195,2018-12,0.0053,10.2269,23200.0,18100.0
00195,2018-06,0.0033,12.5593,22300.0,17300.0
00195,2017-12,0.0033,11.3382,24400.0,19400.0
00195,2017-06,0.0003,7.9984,24000.0,18600.0
00195,2016-12,0.0147,28.8967,21700.0,28400.0
00195,2016-06,0.005,26.7856,14600.0,25700.0
00195,2015-12,-0.0235,-50.6608,17500.0,25200.0
00195,2015-06,-0.0157,-72.7297,16200.000000000002,21900.0
00196,2018-12,0.0155,2.2977,554500.0,537400.0
00196,2018-06,-0.0224,-9.9364,805100.0,503100.0
00196,2017-12,-0.265,-56.5103,773199.9999999999,393900.0
00196,2017-06,-0.0964,-48.4961,728000.0,456200.0
00196,2016-12,-0.1918,-26.7642,685200.0,502299.99999999994
00196,2016-06,-0.0789,-19.3127,762200.0,542700.0
00196,2015-12,-0.0793,-6.3013,839000.0,600200.0
00196,2015-06,-0.0094,-1.208,869599.9999999999,661100.0
00197,2018-12,-0.022,-10.3515,115100.0,12000.0
00197,2018-06,-0.0674,-15.9535,129100.0,11000.0
00197,2017-12,-0.0226,-9.9361,133600.0,13000.0
00197,2017-06,-0.2604,-34.0591,140000.0,30400.0
00197,2016-12,-0.0387,-6.1917,113100.0,15100.0
00197,2016-06,-0.3162,-20.1054,109400.0,16900.0
00197,2015-12,-0.0075,-0.8578,109000.0,16700.0
00197,2015-06,-0.0087,-4.4646,100500.0,16299.999999999998
00198,2018-06,0.0932,12.2907,264100.0,431200.0
00198,2017-12,-0.0472,-7.0345,231700.00000000003,486700.0
00198,2017-06,0.0974,13.5593,295800.0,414200.0
00198,2016-12,0.0267,12.1481,262600.0,417500.0
00198,2016-06,0.0174,15.0723,157500.0,207300.0
00198,2015-12,0.0256,12.5975,172399.99999999997,180300.0
00198,2015-06,0.0144,13.287,184600.0,153900.0
00198,2014-12,0.011,7.4607,126800.0,154900.0
00199,2018-09,0.2728,339.5696,260100.00000000003,212500.0
00199,2018-03,0.1603,102.9754,211300.0,141500.0
00199,2017-09,0.2719,373.4436,239700.0,180900.0
00199,2017-03,0.3107,210.0938,270800.0,197600.00000000003
00199,2016-09,0.3874,632.9209,182300.0,206300.0
00199,2016-03,1.4749,1164.6498,193600.0,159500.0
00199,2015-09,0.7141,1263.301,188900.0,159300.0
00199,2015-03,0.8634,1959.6937,204600.0,112300.0
00200,2018-12,0.2979,3.9292,1420000.0,1526200.0
00200,2018-06,0.1939,5.3967,1301000.0,1231600.0
00200,2017-12,0.2591,2.5802,1300800.0000000002,1257600.0
00200,2017-06,0.0955,1.7675,1294000.0,1133200.0
00200,2016-12,6.029,41.4659,1862900.0,1049000.0
00200,2016-06,5.7519,182.1406,1513800.0,814200.0
00200,2015-12,0.0586,21.2633,193900.0,16100.000000000002
00200,2015-06,0.0568,51.0962,192200.0,23800.0
00201,2018-12,0.0255,44.9131,46700.0,20299.999999999996
00201,2018-06,0.0058,23.1919,53400.0,38500.0
00201,2017-12,0.0142,29.128,53400.0,37700.0
00201,2017-06,0.0022,9.4719,59100.0,51100.0
00201,2016-12,0.0133,27.9687,47800.0,65900.0
00201,2016-06,0.0022,11.0853,37500.0,75700.0
00201,2015-12,0.0135,32.7782,67600.0,38600.0
00201,2015-06,0.0075,41.8205,313200.0,72000.0
00205,2018-12,-0.0172,-69.2866,48500.0,21600.0
00205,2018-06,-0.0128,-118.7905,54500.0,23200.0
00205,2017-12,-0.033,-78.9441,56700.0,21500.0
00205,2017-06,-0.0273,-153.6689,60400.0,21100.0
00205,2016-12,-0.0021,-6.1085,79200.0,23800.0
00205,2016-06,-0.0026,-19.6688,81300.00000000001,27200.000000000004
00205,2015-12,-0.0886,-70.6366,79700.0,25299.999999999996
00205,2015-06,-0.005,-8.8411,49500.0,22300.0
00206,2018-12,-0.2045,-71.0175,156500.0,168299.99999999997
00206,2018-06,-0.0351,-23.6331,192500.0,194400.0
00206,2017-12,-0.7704,-108.9704,157600.0,187300.0
00206,2017-06,-0.0366,-8.1101,220100.00000000003,202900.0
00206,2016-12,-1.0912,-78.2819,226700.00000000003,191000.0
00206,2016-06,0.0232,2.9959,288000.0,186400.0
00206,2015-12,0.0195,0.6655,294900.0,202800.0
00206,2015-06,0.0825,7.7338,240000.0,135800.0
00207,2018-12,0.137,38.2955,2996400.0,2767700.0
00207,2018-06,0.11,56.1768,3027500.0,1808200.0
00207,2017-12,0.075,22.0865,2751300.0,1726200.0
00207,2017-06,0.043,29.138,2451200.0,1570700.0
00207,2016-12,0.052,18.2506,2587300.0,1711600.0
00207,2016-06,0.026,20.0046,2049300.0,1418100.0
00207,2015-12,0.053,17.8478,2053000.0,1286699.9999999998
00207,2015-06,0.049,31.771,1743300.0000000002,1355400.0
00208,2018-12,0.3195,101.746,251800.0,18300.0
00208,2018-06,0.1231,241.8526,155200.0,132200.0
00208,2017-12,0.0507,39.1345,180900.0,124000.0
00208,2017-06,0.0095,55.7453,30000.0,18900.0
00208,2016-12,0.0119,29.1406,26500.0,18400.0
00208,2016-06,0.0082,41.8694,55800.0,44900.0
00208,2015-12,0.0097,14.9576,59200.0,42600.0
00208,2015-06,0.0073,21.2241,31000.0,12900.0
00209,2018-06,-0.0029,-4.4014,50500.0,38700.0
00209,2017-12,-0.0188,-13.1766,38300.0,34300.0
00209,2017-06,-0.0098,-20.7682,42600.0,26000.0
00209,2016-12,-0.0798,-96.2409,25600.0,18200.0
00209,2016-06,-0.0528,-227.8816,26600.0,17300.0
00209,2015-12,-0.0478,-53.7924,36900.0,15000.0
00209,2015-06,-0.0335,-128.5722,35000.0,17400.0
00209,2014-12,-0.0526,-28.8491,24200.0,17300.0
00210,2018-12,-0.5283,-24.4771,191200.0,92400.0
00210,2018-06,-0.2521,-22.0897,188900.0,83500.0
00210,2017-12,-0.372,-14.2397,233600.0,92400.0
00210,2017-06,-0.1102,-7.729,282900.0,106700.0
00210,2016-12,-0.4446,-12.8819,320600.0,133300.0
00210,2016-06,-0.0846,-4.9973,339400.0,111300.00000000001
00210,2015-12,-0.1927,-4.5361,415700.0,175600.0
00210,2015-06,0.0016,0.2045,406300.0,137600.0
00212,2018-12,8.6919,274.2738,42300.00000000001,5247.39
00212,2018-06,6.9303,265.2249,44900.0,6536.72
00212,2017-12,8.4511,173.7073,42600.0,5117.11
00212,2017-06,4.817,151.8482,36800.0,9937.86
00212,2016-12,3.1934,87.1353,28700.0,5025.8
00212,2016-06,1.5384,69.2403,32000.0,11600.0
00212,2015-12,3.7365,125.5953,28200.0,9480.4
00212,2015-06,2.6418,112.0837,32200.000000000004,14500.0
00213,2018-09,0.0612,15.0573,144000.0,96100.0
00213,2018-03,0.1723,15.5586,137300.0,99900.0
00213,2017-09,0.0629,14.0487,187300.0,159100.0
00213,2017-03,0.127,14.3867,155700.0,139800.0
00213,2016-09,0.0424,9.2139,109000.0,97100.00000000001
00213,2016-03,0.1983,21.2911,129500.0,99100.0
00213,2015-09,0.0244,4.7285,206600.0,88500.0
00213,2015-03,0.1125,9.292,155700.0,73100.0
00214,2018-09,0.5368,83.2649,1561600.0,502200.0
00214,2018-03,0.7772,77.8696,1298700.0,314700.0
00214,2017-09,0.6627,124.6064,1214000.0,148300.0
00214,2017-03,1.0742,93.1728,952700.0,161100.0
00214,2016-09,0.7749,124.738,985500.0,177700.0
00214,2016-03,0.5583,64.2588,820200.0,135300.0
00214,2015-09,0.238,60.9979,767000.0,193000.0
00214,2015-03,0.5149,71.9147,698600.0,127500.0
00215,2018-12,0.0734,5.4727,918600.0,166700.00000000003
00215,2018-06,0.0347,5.4464,872700.0,161600.0
00215,2017-12,0.8267,64.4846,1236500.0,518800.0
00215,2017-06,0.0583,6.7666,195700.0,288800.0
00215,2016-12,0.1302,6.4288,186300.0,321000.0
00215,2016-06,0.0667,7.7949,272000.0,317800.0
00215,2015-12,0.1591,4.8861,287300.0,352800.0
00215,2015-06,0.0831,5.4446,247399.99999999997,322700.00000000006
00216,2018-09,0.5984,56.2307,359099.99999999994,329300.0
00216,2018-03,2.9646,168.0253,438700.0,374600.0
00216,2017-09,2.6314,257.7336,507000.0,433000.0
00216,2017-03,0.6747,43.6778,474900.0,447700.00000000006
00216,2016-09,0.2164,25.2814,348500.0,396800.0
00216,2016-03,0.4666,31.526,432500.0,460800.0
00216,2015-09,0.3726,62.2042,409099.99999999994,304900.0
00216,2015-03,1.8456,406.5581,334500.0,332800.0
00217,2018-12,0.0172,10.9135,263900.0,56200.0
00217,2018-06,0.0021,2.2254,245300.0,44500.0
00217,2017-12,0.0033,1.7405,227100.0,42400.0
00217,2017-06,0.0009,0.8298,243100.0,45900.0
00217,2016-12,0.0098,9.4019,272800.0,84900.0
00217,2016-06,0.0047,10.5826,258000.0,71600.0
00217,2015-12,0.0128,13.3429,259100.0,13700.000000000002
00217,2015-06,0.0075,17.7078,359000.0,99900.0
00219,2018-12,1.0348,86.819,55199.99999999999,31500.0
00219,2018-06,0.4587,82.5036,81700.0,50000.0
00219,2017-12,1.2965,126.2862,79000.0,50700.0
00219,2017-06,0.3985,83.6136,85500.0,61500.0
00219,2016-12,0.6664,71.8174,80500.0,78700.0
00219,2016-06,0.2367,57.1815,62100.0,85700.0
00219,2015-12,0.2915,37.5877,91900.0,52699.99999999999
00219,2015-06,0.1013,31.894,97600.0,53400.0
00220,2018-12,0.2384,4.7294,765000.0,809000.0
00220,2018-06,0.1654,6.364,643199.9999999999,659800.0
00220,2017-12,0.2033,4.1238,582000.0,629600.0
00220,2017-06,0.1319,5.2327,515700.0,614000.0
00220,2016-12,0.1406,2.894,567500.0,754300.0000000001
00220,2016-06,0.1795,6.6185,551700.0,653400.0
00220,2015-12,0.1932,3.7757,536500.0,670300.0
00220,2015-06,0.159,5.7194,604700.0,690500.0
00221,2018-09,0.1224,113.2076,106700.0,35000.0
00221,2018-03,-0.287,-87.3101,108100.0,58400.0
00221,2017-09,-0.2143,-101.892,120100.0,45199.99999999999
00221,2017-03,-0.3228,-62.0074,111900.0,43600.0
00221,2016-09,-0.0123,-135.5313,111500.0,33500.0
00221,2016-03,0.0139,8.3284,96900.0,34200.0
00221,2015-09,0.0238,7.0153,119900.0,43000.0
00221,2015-03,0.1133,12.2316,137100.0,74000.0
00223,2018-09,-0.004,-66.6127,24900.000000000004,5606.16
00223,2018-03,-0.02,-94.4243,19100.0,1760.35
00223,2017-09,-0.0141,-263.0759,24100.0,3981.08
00223,2017-03,-0.0311,-795.7172,28000.0,1170.91
00223,2016-09,-0.0045,-119.4717,13700.000000000002,2643.44
00223,2016-03,0.0575,137.4364,14400.0,3169.6
00223,2015-09,-0.0101,-43.3467,14500.0,33100.0
00223,2015-03,-0.0261,-67.2306,8074.96,30900.0
00224,2018-09,0.2132,233.0346,40400.0,93800.00000000001
00224,2018-03,0.4329,275.3027,18000.0,84900.0
00224,2017-09,0.2045,237.2225,16100.000000000002,4843.32
00224,2017-03,0.6194,307.4882,52300.00000000001,80000.0
00224,2016-09,0.1754,174.4678,35100.0,69400.0
00224,2016-03,0.264,162.7118,20200.0,7411.76
00224,2015-09,0.1832,231.7497,23600.0,93200.0
00224,2015-03,0.552,422.1744,21800.0,88800.00000000001
00225,2018-09,3.8366,354.158,28500.0,8841.83
