股票编号,报告日期,基本每股收益,净利率,流动比率,速动比率
00566,2017-12,0.0052,4.2462,1571200.0,872300.0
00566,2017-06,0.005,8.5776,1313600.0000000002,608100.0
00566,2016-12,0.0054,5.6125,1112400.0,435000.0
00566,2016-06,0.0168,24.9005,1132300.0,397000.0
00566,2015-12,-0.2455,-434.6353,993700.0,307600.0
00566,2015-06,-0.0011,-2.8007,1226000.0,304900.0
00567,2018-09,-0.0259,-4.8737,38600.0,29900.000000000004
00567,2018-03,-0.1114,-19.4428,27400.000000000004,16700.0
00567,2017-09,-0.0229,-8.6835,27300.0,15800.0
00567,2017-03,-0.0937,-29.9621,24000.0,15300.0
00567,2016-09,-0.0492,-30.5067,26800.0,20700.0
00567,2016-03,-0.1057,-29.4293,33700.0,25000.0
00567,2015-09,-0.0553,-29.1119,36800.0,25099.999999999996
00567,2015-03,0.0236,5.991,39300.0,23700.0
00568,2018-12,0.12,2.3002,311600.0,414099.99999999994
00568,2018-09,0.0997,2.132,285500.0,406200.0
00568,2018-06,0.0408,1.0342,277700.0,373900.0
00568,2018-03,0.0134,0.9252,244000.0,337100.0
00568,2017-12,0.05,1.1831,262500.0,353200.0
00568,2017-09,0.0127,0.8056,220300.0,361900.0
00568,2017-06,0.0088,0.4379,221300.0,371800.0
00568,2017-03,-0.069,-11.3731,184500.0,351700.0
00569,2018-12,-0.018,0.3854,266000.0,178400.0
00569,2018-06,-0.098,-10.1526,215400.0,138700.0
00569,2017-12,-0.2029,-16.9703,200000.0,133900.0
00569,2017-06,-0.1508,-39.3937,231500.0,122200.0
00569,2016-12,-0.3808,-34.7119,233500.0,122400.0
00569,2016-06,-0.1334,-41.8659,254100.0,116500.0
00569,2015-12,-0.1024,-8.9128,309300.0,152600.0
00569,2015-06,0.1814,23.6502,294500.0,155500.0
00570,2018-12,0.2984,13.9181,1448600.0000000002,863300.0
00570,2018-06,0.1651,15.279,1379300.0,519900.0
00570,2017-12,0.2641,15.7288,1138400.0,469500.0
00570,2017-06,0.1351,16.9977,1003100.0,312900.0
00570,2016-12,0.2173,16.6319,807000.0,350700.0
00570,2016-06,0.1098,17.0374,672099.9999999999,488500.0
00570,2015-12,0.1686,17.2426,687300.0,449099.99999999994
00570,2015-06,0.0778,15.9814,874400.0,139900.0
00571,2019-01,-0.1461,-33.0815,736000.0,382800.0
00571,2018-07,0.1537,30.836,602600.0,287600.0
00571,2018-01,-0.0081,4.3377,667500.0,453200.0
00571,2017-07,0.3257,38.3663,514700.0,428100.0
00571,2017-01,0.0195,10.2313,550500.0,252399.99999999997
00571,2016-07,0.0557,9.29,635200.0,272300.0
00571,2016-01,0.0227,8.2622,599700.0,389600.0
00571,2015-07,0.1641,18.6778,616400.0,375100.0
00572,2018-12,-0.0063,-201.2401,41200.0,49700.0
00572,2018-06,-0.0026,-169.174,44700.0,50300.0
00572,2017-12,0.0566,556.4025,112200.0,25200.0
00572,2017-06,0.0418,370.5101,73400.0,21100.0
00572,2016-12,0.0144,124.3489,43700.0,15100.0
00572,2016-06,-0.0025,-483.0685,18400.0,18000.0
00572,2015-12,-0.0102,-115.654,19300.0,17600.0
00572,2015-06,-0.0014,-13.7053,9382.88,2434.12
00573,2018-12,0.1003,2.6276,79900.0,52400.0
00573,2018-06,0.0426,2.0047,76200.0,55599.99999999999
00573,2017-12,0.0732,2.1548,75200.0,58600.0
00573,2017-06,0.0349,2.041,79500.0,67000.0
00573,2016-12,0.1563,4.0102,74700.0,60400.0
00573,2016-06,0.0773,4.1367,67600.0,58600.0
00573,2015-12,0.1405,3.5492,60100.0,55599.99999999999
00573,2015-06,0.0733,3.9795,50800.0,44600.0
00574,2018-12,-0.0532,-7.7219,83900.0,15800.0
00574,2018-06,0.0075,1.9056,82800.0,27200.000000000004
00574,2017-12,0.0101,1.1699,83200.0,29600.0
00574,2017-06,0.0104,2.6784,82000.0,18200.0
00574,2016-12,0.0077,0.8918,85500.0,21800.0
00574,2016-06,0.0337,9.2443,70400.0,18800.0
00574,2015-12,0.1131,9.7799,70900.0,15200.0
00574,2014-12,0.065,5.4449,57500.0,46900.00000000001
00576,2018-12,0.8014,41.7246,5791300.0,3526700.0
00576,2018-09,0.6169,42.9337,5668500.0,3464600.0
00576,2018-06,0.4173,44.8639,5935900.0,3869600.0
00576,2018-03,0.1893,43.3428,5596799.999999999,3460600.0
00576,2017-12,0.7373,41.4595,5395200.0,3242100.0
00576,2017-09,0.5523,41.3957,5182200.0,3446400.0
00576,2017-06,0.3478,40.3065,5583600.0,3975899.9999999995
00576,2017-03,0.1825,41.6432,5420400.0,4297500.0
00577,2018-09,-0.3845,-9.7751,362299.99999999994,702400.0
00577,2018-03,-5.0519,-23.0953,380800.0,622300.0
00577,2017-09,-0.0212,-0.7678,354400.0,663000.0
00577,2017-03,-0.0435,-0.6565,316000.0,342700.00000000006
00577,2016-09,-0.0267,-1.0649,338300.0,333700.0
00577,2016-03,-0.1808,-3.418,350100.0,287400.0
00577,2015-09,-0.1338,-3.859,511700.0,367400.0
00577,2015-03,-0.0436,-0.0849,601500.0,362700.00000000006
00578,2018-12,-0.1205,-15.8754,105800.0,183600.0
00578,2018-06,-0.0381,-9.4771,156000.0,222600.00000000003
00578,2017-12,-0.2098,-37.1051,118000.0,169700.0
00578,2017-06,-0.0469,-14.6382,112200.0,157500.0
00578,2016-12,-0.2965,-36.3101,111300.00000000001,154800.0
00578,2016-06,-0.1643,-41.7032,121400.0,159200.0
00578,2015-12,-0.3942,-51.306,122800.0,158200.0
00578,2015-06,-0.1863,-53.8295,129400.0,158300.0
00579,2018-12,0.2655,13.0312,1213200.0,1939199.9999999998
00579,2018-09,0.0,14.6639,1180500.0,1631399.9999999998
00579,2018-06,0.1758,16.3922,1013000.0,1706200.0
00579,2018-03,0.0,22.5115,1159900.0,2006300.0
00579,2017-12,0.2583,13.6047,879500.0,1982300.0
00579,2017-09,0.0,14.7924,836900.0,1941000.0
00579,2017-06,0.153,16.3869,871000.0,2152300.0
00579,2017-03,0.0,19.2428,811900.0,2024700.0
00580,2018-12,0.1134,16.2849,194600.0,80900.0
00580,2018-06,0.0507,14.5527,178100.0,75300.0
00580,2017-12,0.1377,17.6338,167500.0,72900.0
00580,2017-06,0.074,17.8933,141100.0,86199.99999999999
00580,2016-12,0.1037,17.1391,122500.0,73600.0
00580,2016-06,0.0398,13.7245,111900.0,76800.0
00580,2015-12,0.0453,7.8286,96500.0,66800.0
00580,2015-06,0.0229,8.6845,85800.0,61400.0
00581,2018-12,1.31,11.9182,1897800.0,1162400.0
00581,2018-06,0.81,14.0574,1665400.0,943800.0
00581,2017-12,1.39,11.8086,1495500.0,991500.0
00581,2017-06,0.548,9.3485,1178100.0,855000.0
00581,2016-12,0.25,2.0093,1200200.0,1065000.0
00581,2016-06,0.18,4.7218,944800.0,847200.0
00581,2015-12,-0.26,-4.4421,1295700.0,1138800.0
00581,2015-06,0.025,0.5686,1270300.0,1129300.0
00582,2018-12,-0.2091,-33.4216,269300.0,183100.0
00582,2018-06,0.0804,16.0099,497400.0,186900.0
00582,2017-12,0.0043,55.9244,570800.0,85600.0
00582,2017-06,0.0007,5.2864,375400.0,147600.0
00582,2016-12,-0.0464,-76.7976,1015300.0,100100.0
00582,2016-06,-0.0219,-148.7901,845500.0,276600.0
00582,2015-12,-0.6489,-440.6548,742200.0,30800.0
00582,2015-06,-0.0607,-158.7271,700100.0,514300.0
00583,2018-12,0.3261,402.7327,16200.000000000002,9194.58
00583,2018-06,0.1557,451.8371,14600.0,7947.57
00583,2017-12,0.1328,202.6449,131500.0,2652.34
00583,2017-06,0.0918,538.1104,9759.93,2364.3
00583,2016-12,0.9719,2979.9363,9078.74,2254.08
00583,2016-06,0.8708,5946.3014,25700.0,2783.75
00583,2015-12,0.1697,635.0955,133400.0,28400.0
00583,2015-06,0.1054,39.4697,67400.0,19400.0
00586,2018-12,3.3,209.7924,607000.0,217100.0
00586,2018-06,1.4,252.2609,249100.0,236100.0
00586,2017-12,1.89,169.7396,262400.0,192000.0
00586,2017-06,0.8,145.6329,322600.0,220400.0
00586,2016-12,1.1,104.6856,334099.99999999994,133100.0
00586,2016-06,0.46,98.6555,365300.0,161800.0
00586,2015-12,1.08,100.1126,365600.0,127000.0
00586,2015-06,0.62,123.4253,437400.0,259300.0
00587,2015-12,0.0444,36.5983,448700.0,76200.0
00587,2015-06,0.1015,37.5151,601900.0,54000.0
00587,2014-12,0.0576,27.3686,264200.0,48300.0
00587,2014-06,0.0687,19.0388,294400.0,31100.0
00587,2013-12,0.0613,18.6871,276000.0,45800.0
00587,2013-06,0.0592,12.7295,282900.0,27300.0
00587,2012-12,0.0689,20.9726,278200.0,34000.0
00587,2012-06,0.2226,52.9652,225100.00000000003,19000.0
00588,2018-12,0.4168,12.3972,8297700.0,5011300.0
00588,2018-09,0.35,15.0975,8176900.000000001,4723300.0
00588,2018-06,0.2254,17.8099,7740000.0,4710500.0
00588,2018-03,0.05,10.3737,7004600.0,3858700.0
00588,2017-12,0.4128,10.1937,6991000.0,3901000.0
00588,2017-09,0.25,8.9359,6732900.0,3273300.0
00588,2017-06,0.2293,10.4808,6519700.0,3559200.0
00588,2017-03,0.09,9.7914,5903500.0,3107300.0
00590,2018-09,0.9943,8.5242,1008300.0,300700.0
00590,2018-03,1.8669,9.3996,871700.0,162300.0
00590,2017-09,0.7562,8.2979,790400.0000000001,94400.0
00590,2017-03,1.5359,8.0186,837300.0,141500.0
00590,2016-09,0.6285,7.9294,788300.0,129100.0
00590,2016-03,1.3582,6.8522,777400.0,146400.0
00590,2015-09,0.6484,6.6531,751200.0,143000.0
00590,2015-03,2.1703,10.1781,796900.0,221100.0
00591,2018-12,-0.0157,-23.0035,154900.0,6465.7
00591,2018-06,-0.0571,-55.4624,154400.0,7023.6
00591,2017-12,-0.0278,-51.7142,154400.0,6912.5
00591,2017-06,-0.0864,-73.9916,155000.0,6391.1
00591,2016-12,-0.0274,-44.4242,159500.0,7868.9
00591,2016-06,-0.0908,-59.2372,159200.0,6772.8
00591,2015-12,-0.0351,-40.6312,162800.0,7728.4
00591,2015-06,-0.0634,-23.1294,162900.0,7152.3
00592,2018-12,-0.0138,-2.9412,86300.00000000001,25299.999999999996
00592,2018-06,-0.0149,-1.4796,65100.0,21000.0
00592,2017-12,-0.006,-1.2136,71400.0,24200.0
00592,2017-06,0.0026,0.2419,69200.0,21900.0
00592,2016-12,0.0092,1.6541,80399.99999999999,29600.0
00592,2016-06,0.1527,12.5954,77500.0,24200.0
00592,2015-12,0.0072,1.2282,73300.0,30000.0
00592,2015-06,0.0558,4.5716,72500.0,27100.0
00593,2018-12,0.5307,99.1316,307800.0,293600.0
00593,2018-06,0.618,212.2509,473900.0,292800.0
00593,2017-12,0.3673,9.9297,435600.0,167900.0
00593,2017-06,0.5303,15.9892,527800.0,234300.0
00593,2016-12,0.1559,430.1269,447400.0,209000.0
00593,2016-06,0.2855,183.5565,386100.0,211700.00000000003
00593,2015-12,1.9646,452.6941,330700.0,289400.0
00593,2015-06,2.2767,1811.8939,248900.0,254899.99999999997
00595,2018-09,0.059,6.1655,42699.99999999999,19800.0
00595,2018-03,0.1411,9.7956,46800.0,23900.0
00595,2017-09,0.0595,7.7221,46400.0,15600.0
00595,2017-03,0.3171,20.5693,55500.0,16600.0
00595,2016-09,0.1335,20.6906,32800.0,17700.0
00595,2016-03,0.0023,0.2069,24900.000000000004,17000.0
00595,2015-09,0.0066,1.0136,30800.0,20099.999999999996
00595,2015-03,-0.1025,-3.3172,50199.99999999999,36500.0
00596,2018-12,0.2549,14.1016,159100.0,115500.0
00596,2018-06,0.1064,15.3796,154200.0,71300.0
00596,2017-12,0.1028,8.3136,151600.0,76700.0
00596,2017-06,-0.0122,-2.3379,132500.0,75600.0
00596,2016-12,0.0594,5.2077,138800.0,77700.0
00596,2016-06,-0.0049,-0.9561,115900.0,62200.0
00596,2015-12,0.0003,-0.1339,121600.0,66100.0
00596,2015-06,0.0017,0.1752,111700.0,60800.0
00598,2018-12,0.45,4.1377,3136900.0,2019600.0
00598,2018-06,0.214,4.4294,3035700.0,2303900.0
00598,2017-12,0.38,4.1085,3007200.0000000005,2494100.0
00598,2017-06,0.214,4.629,2209500.0,1298200.0
00598,2016-12,0.35,4.4599,2060500.0,1269800.0
00598,2016-06,0.21,5.5005,2083200.0,1637500.0
00598,2016-03,0.0,4.5523,2001100.0000000002,1443899.9999999998
00598,2015-12,0.32,4.3092,1827300.0,1510800.0000000002
00599,2018-09,0.0202,5.4109,33400.0,12100.0
00599,2018-03,0.059,7.5581,32700.0,12100.0
00599,2017-09,0.0306,8.6717,37100.0,15600.0
00599,2017-03,0.0625,8.3614,33000.0,11700.0
00599,2016-09,0.0387,11.2561,37800.0,18100.0
00599,2016-03,0.1087,12.4028,34600.0,14400.0
00599,2015-09,0.064,7.8498,38800.0,19900.0
00599,2015-03,0.1735,11.3872,33100.0,15300.0
00600,2018-12,-0.0041,-35.9314,56100.0,24900.000000000004
00600,2018-06,-0.0006,-23.4456,58900.0,26600.0
00600,2017-12,-0.0088,-171.0909,58400.0,26000.0
00600,2017-06,0.0035,2206.2821,62300.00000000001,2739.68
00600,2016-12,-0.0012,-57.1729,85200.0,30800.0
00600,2016-06,0.0023,170.9839,71100.0,27500.0
00600,2015-12,0.001,11.8963,61000.0,18400.0
00600,2015-06,0.0016,37.879,42400.0,782.06
00601,2018-12,0.0381,18.5891,60400.0,15100.0
00601,2018-06,0.0133,13.0481,74200.0,36800.0
00601,2017-12,0.0227,12.3757,63800.0,25099.999999999996
00601,2017-06,-0.0002,-0.0547,21100.0,11700.0
00601,2016-12,-0.0092,-8.5304,27700.0,12600.0
00601,2016-06,-0.0024,-5.8306,35000.0,18300.0
00601,2015-12,-0.0086,-14.9917,39500.0,23300.0
00601,2015-09,-0.0098,-20.2225,19600.0,7344.28
00602,2018-12,0.0243,3.548,43700.0,31800.0
00602,2018-06,0.0174,4.886,43800.0,30700.0
00602,2017-12,0.032,4.7415,43900.0,32000.0
00602,2017-06,0.0233,6.9707,45700.0,26400.0
00602,2016-12,0.0398,5.6434,45400.0,26700.0
00602,2016-06,0.0239,6.63,40199.99999999999,23400.0
00602,2015-12,0.044,5.4294,42400.0,25900.0
00602,2015-06,0.0226,5.8305,43800.0,26200.0
00603,2018-12,0.0496,7.2074,412400.0,404000.0
00603,2018-06,0.0366,10.1497,392800.0,373700.0
00603,2017-12,0.0407,8.1416,354000.0,327700.00000000006
00603,2017-06,0.0285,9.5362,314000.0,258700.0
00603,2016-12,0.0535,10.202,323800.0,268100.0
00603,2016-06,0.0327,12.5182,316900.0,246600.0
00603,2015-12,-0.0302,0.3978,363600.0,298700.0
00603,2015-06,0.0144,4.4316,381500.0,306200.0
00604,2018-12,0.3674,22.2243,5388000.0,3896400.0
00604,2018-06,0.0228,2.8049,4942400.0,3438800.0
00604,2017-12,0.532,50.7019,5263200.000000001,3905700.0
00604,2017-06,0.4116,67.9917,4566600.0,3137900.0
00604,2016-12,0.3789,16.254,5097300.0,3247600.0
00604,2016-06,0.1915,26.5179,5584800.0,3400400.0
00604,2015-12,0.3398,16.7529,4649500.0,2570100.0
00604,2015-06,0.1151,16.4327,4912300.0,2604500.0
00606,2018-12,0.2244,1.5006,4040800.0,3149900.0
00606,2018-06,0.1206,2.0701,4117000.0,3160800.0
00606,2017-12,0.4844,3.8443,3659900.0,2652900.0
00606,2017-06,0.1751,2.7169,4029800.0,3663800.0
00606,2016-12,0.2418,1.718,3895600.0,3505800.0
00606,2016-06,-0.0363,-0.7173,4085600.0,3846100.0
00606,2015-12,-0.0531,-0.4571,3082300.0,2834500.0
00606,2015-06,-0.0405,-0.5669,3774100.0000000005,3509700.0000000005
00607,2018-12,-0.15,-29.7654,2796700.0,1862500.0
00607,2018-06,0.0279,14.1086,3490200.0,2062600.0
00607,2017-12,0.1149,19.3758,3163100.0,1973100.0
00607,2017-06,-0.0287,-11.1278,2797600.0,1988200.0
00607,2016-12,0.1915,70.3481,2847700.0,1735700.0
00607,2016-06,0.1063,120.8705,1015400.0000000001,401200.0
00607,2015-12,0.0883,46.6148,815100.0,316500.0
00607,2015-06,0.0387,30.9305,710000.0,327400.0
00608,2018-12,0.1227,1.2576,215799.99999999997,143500.0
00608,2018-06,0.0651,1.3948,217300.0,133300.0
00608,2017-12,0.117,1.5615,208500.0,177600.00000000003
00608,2017-06,0.0649,1.8969,208299.99999999997,179200.00000000003
00608,2016-12,0.1252,1.7033,206700.00000000003,175100.00000000003
00608,2016-06,0.043,1.028,198800.0,165300.0
00608,2015-12,0.1257,1.6146,217600.00000000003,181100.0
00608,2015-06,0.0782,2.2265,222300.0,168700.0
00609,2018-12,-0.072,-5.8268,58099.99999999999,36900.0
00609,2018-06,-0.042,-7.3265,64800.00000000001,45300.0
00609,2017-12,0.12,7.1422,78300.0,52000.0
00609,2017-06,0.094,10.5799,78000.0,35900.0
00609,2016-12,0.259,17.3432,82000.0,27100.0
00609,2016-06,0.137,19.4702,77500.0,21000.0
00609,2015-12,0.204,15.3436,66400.0,17800.0
00609,2015-06,0.109,15.8521,63600.0,19000.0
00610,2018-12,1.3374,20.5398,394099.99999999994,304600.0
00610,2018-06,0.381,13.563,330800.0,275000.0
00610,2017-12,0.9617,15.2965,313400.0,269900.0
00610,2017-06,0.1481,5.8986,288200.0,255100.00000000003
00610,2016-12,0.7549,13.7863,262300.0,236300.0
00610,2016-06,0.1637,7.1588,231300.0,199100.0
00610,2015-12,0.4445,9.2862,215400.0,207000.0
00610,2015-06,0.1312,5.9364,188500.0,173500.0
00611,2018-12,0.0607,4.1846,239899.99999999997,256500.0
00611,2018-06,0.0173,2.7489,237200.0,236900.0
00611,2017-12,0.0792,6.1324,239500.0,241000.0
00611,2017-06,0.0197,7.2161,198500.0,170100.00000000003
00611,2016-12,0.062,4.043,187900.0,150800.0
00611,2016-06,-0.0017,-0.1251,178700.0,140600.0
00611,2015-12,0.0027,0.5964,157800.0,136400.0
00611,2015-06,-0.0029,0.3531,58000.0,33300.0
00613,2018-12,0.0103,165.5296,89100.0,972.06
00613,2018-06,0.0056,151.9985,155100.0,498.27
00613,2017-12,0.0115,371.8106,110900.0,1446.04
00613,2017-06,0.0034,182.5414,109200.0,1982.59
00613,2016-12,0.0021,72.551,146000.0,4082.72
00613,2016-06,-0.0001,-3.0415,92800.0,1934.2
00613,2015-12,0.0146,462.9373,16400.0,5759.4
00613,2015-06,0.016,1305.3951,20299.999999999996,1610.03
00616,2018-09,-0.0114,-135.5055,285200.0,59700.0
00616,2018-03,0.0185,107.9307,165700.0,47200.0
00616,2017-09,-0.0008,-9.8705,171600.0,48400.0
00616,2017-03,-0.0178,-72.9147,167000.0,49800.00000000001
00616,2016-09,-0.0265,-212.3047,111700.0,11900.0
00616,2016-03,-0.1167,-66.9651,87500.0,9660.45
00616,2015-09,-0.0029,-2.314,92500.0,20700.0
00616,2015-03,2.1838,16.1495,76500.0,14200.0
00617,2018-12,0.1906,7.2545,1212800.0,512700.00000000006
00617,2018-06,0.1381,9.1947,1278600.0,581100.0
00617,2017-12,0.3963,20.0106,1329400.0,831800.0000000001
00617,2017-06,0.1239,15.3803,1356300.0,847400.0
00617,2016-12,0.1742,8.4927,1400200.0,581700.0
00617,2016-06,0.0132,1.4115,1118300.0,276800.0
00617,2015-12,0.0162,0.969,1061200.0,217700.0
00617,2015-06,0.0389,6.7625,974500.0,122100.00000000001
00618,2018-12,0.1116,3.1979,4151300.0,3442799.9999999995
00618,2018-06,0.0321,5.1315,4964800.0,4422100.0
00618,2017-12,0.0556,3.1119,4626200.0,4259500.0
00618,2017-06,0.0104,1.6711,4543300.0,3371700.0
00618,2016-12,-0.0416,-2.9408,4346200.0,2882900.0
00618,2016-06,0.0197,2.4505,3811300.0,1747300.0
00618,2015-12,-0.0333,-3.4899,3632400.0,1852000.0
00618,2015-06,0.0397,14.7865,3289500.0,1755400.0
00620,2018-12,-0.2,-86.0331,36900.0,12300.0
00620,2018-06,-0.0512,-31.5254,32400.000000000004,7656.36
00620,2017-12,-0.0977,-31.8396,33800.0,8086.09
00620,2017-06,-0.0536,-38.3546,30500.0,4892.2
00620,2016-12,-0.1345,-60.0963,35700.0,7409.49
00620,2016-06,-0.0632,-194.7537,43500.0,5032.38
00620,2015-07,-0.1091,-42.836,10800.0,2985.25
00620,2015-01,-0.0002,-0.0958,7187.87,3777.99
00623,2018-12,0.162,5.0089,115399.99999999999,40000.0
00623,2018-06,0.082,5.0298,128400.0,56800.0
00623,2017-12,0.177,6.1307,132300.0,60800.0
00623,2017-06,0.018,1.1008,114500.0,49900.0
00623,2016-12,-0.05,-2.9172,108699.99999999999,45400.0
00623,2016-06,-0.103,-10.3677,107000.0,49200.0
00623,2015-12,0.22,9.2242,99000.0,30600.0
00623,2015-06,0.062,5.1464,128900.0,65100.0
00629,2018-12,-0.0398,-54.2555,89700.0,42800.0
00629,2018-06,-0.0149,-37.1224,107200.0,55700.0
00629,2017-12,-0.022,-74.151,69300.0,51700.0
00629,2017-06,-0.0651,-337.2752,19400.0,9934.6
00629,2016-12,-0.045,-49.6006,19000.0,11000.0
00629,2016-06,-0.0272,-60.7451,15500.0,8631.3
00629,2015-12,-0.1781,-141.4808,18000.0,9609.9
00629,2015-06,-0.0918,-118.8458,45100.0,32500.0
00630,2018-12,-0.0126,-23.8264,19400.0,5849.95
00630,2018-06,0.0015,6.0685,18400.0,5535.2
00630,2017-12,-0.0664,-168.2323,17600.0,5157.06
00630,2017-06,-0.072,-368.3441,17300.0,5245.1
00630,2016-12,-0.0091,-18.6177,26900.0,2709.29
00630,2016-06,-0.0043,-15.9988,15900.0,2417.61
00630,2015-12,-0.0127,-25.7159,16700.0,2550.37
00630,2015-06,-0.0232,-25.0619,5217.36,2420.01
00631,2018-12,0.2,13.6627,702900.0000000001,516900.0
00631,2018-06,0.12,16.3444,513500.0,325300.0
00631,2017-12,0.08,9.3069,509700.0,291900.0
00631,2017-06,0.04,10.9583,474000.0,244100.0
00631,2016-12,-0.21,-35.7405,424600.0,226800.0
00631,2016-06,-0.01,-4.7525,468200.0,204899.99999999997
00631,2015-12,0.01,0.8428,541900.0,289900.0
00631,2015-06,0.02,4.0516,612700.0,405200.00000000006
00632,2018-12,-0.0158,-79.2885,1781.93,12400.0
00632,2018-06,-0.0056,-58.0691,459.74,7690.34
00632,2017-12,-0.0905,-988.0008,1146.03,5963.88
00632,2017-06,-0.0615,-14908.2955,680.8,4170.62
00632,2016-12,0.0364,25929.7297,858.01,3262.19
00632,2016-06,-0.0021,-4033.0709,803.73,1896.6
00632,2015-12,-0.3842,-167176.6029,2077.53,2655.76
00632,2015-06,-0.001,-711.5607,5277.22,2613.14
00633,2018-12,-0.349,-39.8261,435300.0,254800.0
00633,2018-06,0.013,3.4404,552100.0,224200.00000000003
00633,2017-12,0.117,8.6374,640100.0,283300.0
00633,2017-06,0.014,2.6456,638300.0,262900.0
00633,2016-12,0.123,7.5216,735500.0,339300.0
00633,2016-06,0.015,7.2163,611400.0,271600.0
00633,2015-12,0.16,10.9846,989100.0,597900.0
00633,2015-06,0.019,1.0938,805100.0,532900.0
00635,2018-12,0.2255,70.962,161200.0,65500.0
00635,2018-06,0.0923,77.4142,151200.0,62300.00000000001
00635,2017-12,0.1132,30.7341,152000.0,64100.0
00635,2017-06,0.0285,19.6213,162100.0,69500.0
00635,2016-12,-0.4562,-4.1966,161400.0,66400.0
00635,2016-06,-0.453,-8.9801,160900.0,74700.0
00635,2015-12,1.5415,30.9454,149500.0,67000.0
00635,2015-06,1.0489,47.6644,147000.0,70100.0
00636,2018-12,1.2617,7.5295,1304100.0,1079400.0
00636,2018-06,0.4721,6.6302,1101500.0,929200.0
00636,2017-12,1.0449,8.1184,974000.0,823700.0
00636,2017-06,0.3992,7.0953,901900.0,678199.9999999999
00636,2016-12,0.9929,9.301,858500.0,538100.0
00636,2016-06,0.359,8.6215,890900.0,570000.0
00636,2015-12,0.8964,10.1766,752400.0,539600.0
00636,2015-06,0.3233,8.6789,687200.0,382200.0
00637,2018-09,-0.0607,-4.4426,102899.99999999999,21900.0
00637,2018-03,0.0872,3.3249,107899.99999999999,27300.0
00637,2017-09,0.0568,3.9355,107899.99999999999,25299.999999999996
00637,2017-03,0.0445,1.966,100500.0,18100.0
00637,2016-09,0.0121,1.1896,92700.0,15800.0
00637,2016-03,-0.1174,-5.5004,85200.0,11500.0
00637,2015-09,-0.0932,-7.3978,96700.0,23700.0
00637,2015-03,0.0261,1.0969,116800.0,35600.0
00638,2018-09,0.1099,2.6186,175200.0,157500.0
00638,2018-03,0.2781,4.9338,130100.0,101300.00000000001
00638,2017-09,0.162,5.5449,127300.0,100000.0
00638,2017-03,0.4131,7.9379,108800.00000000001,89800.0
00638,2016-09,0.1453,5.6449,112899.99999999999,79200.0
00638,2016-03,-0.1389,-3.0929,81400.0,66300.0
00638,2015-09,0.0817,3.376,89200.0,70200.0
00638,2015-03,-0.2299,-6.8671,66000.0,57600.0
00639,2018-12,0.1819,31.2499,648000.0,251400.0
00639,2018-06,0.1014,33.9461,688500.0,283000.0
00639,2017-12,0.1704,34.0614,637900.0,222500.0
00639,2017-06,0.1083,38.8459,660699.9999999999,216500.0
00639,2016-12,0.0189,3.7381,568700.0,164899.99999999997
00639,2016-06,-0.0494,-72.4397,613300.0,179800.0
00639,2015-12,-0.0658,-35.6338,599800.0,162800.0
00639,2015-06,0.0126,2.9088,688199.9999999999,206500.0
00640,2018-09,0.0569,6.0798,32100.0,14800.0
00640,2018-03,0.0135,3.4836,27400.000000000004,11500.0
00640,2017-09,-0.0273,-3.7585,28600.0,10300.0
00640,2017-03,0.0299,8.4243,28900.0,11000.0
00640,2016-09,0.0505,7.4884,28500.0,9622.03
00640,2016-03,0.0272,8.2452,26300.0,8492.07
00640,2015-09,0.0653,9.0471,29800.0,7852.2
00640,2015-03,0.036,10.087,20900.0,7861.02
00641,2018-12,0.1123,3.5888,173900.0,239400.0
00641,2018-06,0.0679,4.7793,187600.00000000003,203100.0
00641,2017-12,0.2137,8.3168,166900.0,172900.0
00641,2017-06,0.0782,6.5227,173200.0,172700.0
00641,2016-12,0.0741,2.9206,162000.0,164300.0
00641,2016-06,0.0237,2.237,153600.0,158800.0
00641,2015-12,0.1261,5.1457,136400.0,135900.0
00641,2015-06,0.0086,0.7434,152700.0,155000.0
00643,2018-12,-0.0542,-15.4073,14700.0,6172.04
00643,2018-06,-0.0159,-9.7018,15000.0,5780.04
00643,2017-12,-0.0306,-12.2474,14500.0,5499.45
00643,2017-06,-0.0002,-0.1505,17000.0,3664.88
00643,2016-12,-0.0544,-40.3875,16400.0,2935.6
00643,2016-06,-0.0411,-100.626,17900.0,4655.39
00643,2015-12,-0.0392,-31.4702,20800.0,2291.08
00643,2015-06,0.014,12.7708,23600.0,2568.66
00645,2018-09,-0.0076,-0.3033,35200.0,29400.0
00645,2018-03,-0.0453,-1.2473,42400.0,36900.0
00645,2017-09,-0.0246,-1.7715,23100.0,16400.0
00645,2017-03,0.0028,0.0515,50000.0,42200.0
00645,2016-09,-0.0067,-0.342,47600.0,40500.0
00645,2016-03,-0.2526,-31.357,22200.000000000004,15100.0
00645,2015-09,-0.0165,-9.5658,8370.83,319.34
00645,2015-03,0.0283,1.2617,25000.0,17000.0
00646,2018-06,-0.0056,-49.9345,18900.0,15000.0
00646,2017-12,-0.0145,-74.604,17500.0,20700.0
00646,2017-06,-0.0049,-72.646,18000.0,13799.999999999998
00646,2016-12,-0.0196,-173.2163,14500.0,12600.0
00646,2016-06,-0.0072,-64.2926,9161.12,13600.000000000002
00646,2015-12,-0.0248,-120.7342,9735.34,13799.999999999998
00646,2015-06,-0.0116,-170.5644,10500.0,8343.97
